doi,author,gender,position,position.rank
10.1109/VAST.2007.4389008,Heidi Lam,female,1,F
10.1109/VAST.2007.4389008,Daniel M. Russell,male,2,M
10.1109/VAST.2007.4389008,Diane Tang,female,3,M
10.1109/VAST.2007.4389008,Tamara Munzner,female,4,L
10.1109/VAST.2007.4389009,Remco Chang,male,1,F
10.1109/VAST.2007.4389009,Mohammad Ghoniem,male,2,M
10.1109/VAST.2007.4389009,Robert Kosara,male,3,M
10.1109/VAST.2007.4389009,William Ribarsky,male,4,M
10.1109/VAST.2007.4389009,Jing Yang 0001,female,5,M
10.1109/VAST.2007.4389009,Evan A. Suma,male,6,M
10.1109/VAST.2007.4389009,Caroline Ziemkiewicz,female,7,M
10.1109/VAST.2007.4389009,Daniel A. Kern,male,8,M
10.1109/VAST.2007.4389009,Agus Sudjianto,male,9,L
10.1109/VAST.2007.4389010,Bongwon Suh,male,1,F
10.1109/VAST.2007.4389010,Ed H. Chi,male,2,M
10.1109/VAST.2007.4389010,Bryan A. Pendleton,male,3,M
10.1109/VAST.2007.4389010,Aniket Kittur,male,4,L
10.1109/VAST.2007.4389011,Jeffrey Heer,male,1,F
10.1109/VAST.2007.4389011,Maneesh Agrawala,male,2,L
10.1109/VAST.2007.4389012,Ulrik Brandes,male,1,F
10.1109/VAST.2007.4389012,Jürgen Lerner,male,2,L
10.1109/VAST.2007.4389013,Niklas Elmqvist,male,1,F
10.1109/VAST.2007.4389013,John T. Stasko,male,2,M
10.1109/VAST.2007.4389013,Philippas Tsigas,female,3,L
10.1109/VAST.2007.4389015,Loretta Auvil,female,1,F
10.1109/VAST.2007.4389015,Xavier Llorà,male,2,M
10.1109/VAST.2007.4389015,Duane Searsmith,male,3,M
10.1109/VAST.2007.4389015,Kelly Searsmith,female,4,L
10.1109/VAST.2007.4389016,Lynn Schwendiman,female,1,F
10.1109/VAST.2007.4389016,Jonathan McLean,male,2,M
10.1109/VAST.2007.4389016,Jonathan Larson,male,3,L
10.1109/VAST.2007.4389017,Carsten Görg,male,1,F
10.1109/VAST.2007.4389017,Zhicheng Liu,male,2,M
10.1109/VAST.2007.4389017,Neel Parekh,male,3,M
10.1109/VAST.2007.4389017,Kanupriya Singhal,female,4,M
10.1109/VAST.2007.4389017,John T. Stasko,male,5,L
10.1109/VAST.2007.4389018,Lynn Chien,female,1,F
10.1109/VAST.2007.4389018,Annie Tat,female,2,M
10.1109/VAST.2007.4389018,William Wright,male,3,L
10.1109/VAST.2007.4389019,Chi-Chun Pan,male,1,F
10.1109/VAST.2007.4389019,Anuj R. Jaiswal,male,2,M
10.1109/VAST.2007.4389019,Junyan Luo,male,3,M
10.1109/VAST.2007.4389019,Anthony C. Robinson,male,4,L
10.1109/VAST.2007.4389020,William Chao,male,1,F
10.1109/VAST.2007.4389020,Daniel Ha,male,2,M
10.1109/VAST.2007.4389020,Kevin I.-J. Ho,male,3,M
10.1109/VAST.2007.4389020,Linda T. Kaastra,female,4,M
10.1109/VAST.2007.4389020,Minjung Kim,female,5,M
10.1109/VAST.2007.4389020,Andrew Wade,male,6,L
10.1109/VAST.2007.4389021,Yedendra Babu Shrinivasan,male,1,F
10.1109/VAST.2007.4389021,Jarke J. van Wijk,male,2,L
10.1109/VAST.2007.4389022,Hyunmo Kang,male,1,F
10.1109/VAST.2007.4389022,Lise Getoor,female,2,M
10.1109/VAST.2007.4389022,Lisa Singh,female,3,L
10.1109/VAST.2007.4389023,Jae Choi,male,1,F
10.1109/VAST.2007.4389023,Sang-joon Lee,male,2,M
10.1109/VAST.2007.4389023,Sarah Gigitashvilli,female,3,M
10.1109/VAST.2007.4389023,James M. Wilson V,male,4,L
10.1109/VAST.2007.4389024,Palmyra Catravas,female,1,F
10.1109/VAST.2007.4389025,Guoray Cai,male,1,F
10.1109/VAST.2007.4389026,Cecilia R. Aragon,female,1,F
10.1109/VAST.2007.4389026,Stephen J. Bailey,male,2,M
10.1109/VAST.2007.4389026,Sarah S. Poon,female,3,M
10.1109/VAST.2007.4389026,Karl J. Runge,male,4,M
10.1109/VAST.2007.4389026,Rollin C. Thomas,male,5,L
10.1109/VAST.2007.4389027,Adel Ahmed,male,1,F
10.1109/VAST.2007.4389027,Xiaoyan Fu,female,2,M
10.1109/VAST.2007.4389027,Seok-Hee Hong,male,3,M
10.1109/VAST.2007.4389027,Quan Hoang Nguyen,male,4,M
10.1109/VAST.2007.4389027,Kai Xu 0003,male,5,L
10.1109/VAST.2007.4389028,Daniel Ha,male,1,F
10.1109/VAST.2007.4389028,Minjung Kim,female,2,M
10.1109/VAST.2007.4389028,Andrew Wade,male,3,M
10.1109/VAST.2007.4389028,William Chao,male,4,M
10.1109/VAST.2007.4389028,Kevin I.-J. Ho,male,5,M
10.1109/VAST.2007.4389028,Linda T. Kaastra,female,6,M
10.1109/VAST.2007.4389028,Brian D. Fisher,male,7,M
10.1109/VAST.2007.4389028,John Dill,male,8,L
10.1109/VAST.2007.4389030,James J. Thomas,male,1,F
10.1109/VAST.2007.4389030,Daniel A. Keim,male,2,M
10.1109/VAST.2007.4389030,Joe Kielman,male,3,M
10.1109/VAST.2007.4389030,Larry Rosenblum,male,4,L
10.1109/VAST.2007.4389032,Georges G. Grinstein,male,1,F
10.1109/VAST.2007.4389032,Catherine Plaisant,female,2,M
10.1109/VAST.2007.4389032,Sharon J. Laskowski,female,3,M
10.1109/VAST.2007.4389032,Theresa A. O'Connell,female,4,M
10.1109/VAST.2007.4389032,Jean Scholtz,female,5,M
10.1109/VAST.2007.4389032,Mark A. Whiting,male,6,L
10.1109/VAST.2007.4389033,Lynn Chien,female,1,F
10.1109/VAST.2007.4389033,Annie Tat,female,2,M
10.1109/VAST.2007.4389033,Thomas Kapler,male,3,M
10.1109/VAST.2007.4389033,Patricia Enns,female,4,M
10.1109/VAST.2007.4389033,Winniefried Kuan,female,5,M
10.1109/VAST.2007.4389033,William Wright,male,6,L
10.1109/VAST.2007.4389034,Carsten Görg,male,1,F
10.1109/VAST.2007.4389034,Zhicheng Liu,male,2,M
10.1109/VAST.2007.4389034,Neel Parekh,male,3,M
10.1109/VAST.2007.4389034,Kanupriyah Singhal,unknown,4,M
10.1109/VAST.2007.4389034,John T. Stasko,male,5,L
10.1109/VAST.2007.4389035,Loretta Auvil,female,1,F
10.1109/VAST.2007.4389035,Xavier Llorà,male,2,M
10.1109/VAST.2007.4389035,Duane Searsmith,male,3,M
10.1109/VAST.2007.4389035,Kelly Searsmith,female,4,L
10.1109/VAST.2007.4389036,Patricia Crossno,female,1,F
10.1109/VAST.2007.4389036,Brian N. Wylie,male,2,M
10.1109/VAST.2007.4389036,Andrew T. Wilson,male,3,M
10.1109/VAST.2007.4389036,John A. Greenfield,male,4,M
10.1109/VAST.2007.4389036,Eric T. Stanton,male,5,M
10.1109/VAST.2007.4389036,Timothy M. Shead,male,6,M
10.1109/VAST.2007.4389036,Lisa G. Ice,female,7,M
10.1109/VAST.2007.4389036,Kenneth Moreland,male,8,M
10.1109/VAST.2007.4389036,Jeffrey Baumes,male,9,M
10.1109/VAST.2007.4389036,Berk Geveci,male,10,L
10.1109/VAST.2007.4389037,Chi-Chun Pan,male,1,F
10.1109/VAST.2007.4389037,Anuj R. Jaiswal,male,2,M
10.1109/VAST.2007.4389037,Junyan Luo,male,3,M
10.1109/VAST.2007.4389037,Anthony C. Robinson,male,4,M
10.1109/VAST.2007.4389037,Prasenjit Mitra,male,5,M
10.1109/VAST.2007.4389037,Alan M. MacEachren,male,6,M
10.1109/VAST.2007.4389037,Ian Turton,male,7,L
10.1109/VAST.2007.4389038,Lynn Schwendiman,female,1,F
10.1109/VAST.2007.4389038,Jonathan McLean,male,2,M
10.1109/VAST.2007.4389038,Jonathan Larson,male,3,L
10.1109/VAST.2007.4470207,William Chao,male,1,F
10.1109/VAST.2007.4470207,Daniel Ha,male,2,M
10.1109/VAST.2007.4470207,Kevin I.-J. Ho,male,3,M
10.1109/VAST.2007.4470207,Linda T. Kaastra,female,4,M
10.1109/VAST.2007.4470207,Minjung Kim,female,5,M
10.1109/VAST.2007.4470207,Andrew Wade,male,6,M
10.1109/VAST.2007.4470207,Brian D. Fisher,male,7,L
10.1109/VAST.2008.4677350,Tobias Schreck,male,1,F
10.1109/VAST.2008.4677350,Jürgen Bernard,male,2,M
10.1109/VAST.2008.4677350,Tatiana von Landesberger,female,3,M
10.1109/VAST.2008.4677350,Jörn Kohlhammer,male,4,L
10.1109/VAST.2008.4677351,Mario Valle,male,1,F
10.1109/VAST.2008.4677351,Artem R. Oganov,male,2,L
10.1109/VAST.2008.4677352,Supriya Garg,female,1,F
10.1109/VAST.2008.4677352,Julia Eunju Nam,female,2,M
10.1109/VAST.2008.4677352,I. V. Ramakrishnan,male,3,M
10.1109/VAST.2008.4677352,Klaus Mueller,male,4,L
10.1109/VAST.2008.4677353,Cecilia R. Aragon,female,1,F
10.1109/VAST.2008.4677353,Sarah S. Poon,female,2,M
10.1109/VAST.2008.4677353,Gregory S. Aldering,male,3,M
10.1109/VAST.2008.4677353,Rollin C. Thomas,male,4,M
10.1109/VAST.2008.4677353,Robert Quimby,male,5,L
10.1109/VAST.2008.4677354,Ross Maciejewski,male,1,F
10.1109/VAST.2008.4677354,Stephen Rudolph,male,2,M
10.1109/VAST.2008.4677354,Ryan Hafen,male,3,M
10.1109/VAST.2008.4677354,Ahmad M. Abusalah,male,4,M
10.1109/VAST.2008.4677354,Mohamed Yakout,male,5,M
10.1109/VAST.2008.4677354,Mourad Ouzzani,male,6,M
10.1109/VAST.2008.4677354,William S. Cleveland,male,7,M
10.1109/VAST.2008.4677354,Shaun J. Grannis,male,8,M
10.1109/VAST.2008.4677354,Michael Wade,male,9,M
10.1109/VAST.2008.4677354,David S. Ebert,male,10,L
10.1109/VAST.2008.4677355,Thomas Kapler,male,1,F
10.1109/VAST.2008.4677355,Ryan Eccles,male,2,M
10.1109/VAST.2008.4677355,Robert Harper 0002,male,3,M
10.1109/VAST.2008.4677355,William Wright,male,4,L
10.1109/VAST.2008.4677356,Gennady L. Andrienko,male,1,F
10.1109/VAST.2008.4677356,Natalia V. Andrienko,female,2,L
10.1109/VAST.2008.4677357,Sye-Min Chan,male,1,F
10.1109/VAST.2008.4677357,Ling Xiao,male,2,M
10.1109/VAST.2008.4677357,John Gerth,male,3,M
10.1109/VAST.2008.4677357,Pat Hanrahan,male,4,L
10.1109/VAST.2008.4677358,Anthony C. Robinson,male,1,F
10.1109/VAST.2008.4677359,Daniela Oelke,female,1,F
10.1109/VAST.2008.4677359,Peter Bak,male,2,M
10.1109/VAST.2008.4677359,Daniel A. Keim,male,3,M
10.1109/VAST.2008.4677359,Mark Last,male,4,M
10.1109/VAST.2008.4677359,Guy Danon,male,5,L
10.1109/VAST.2008.4677360,Dong Hyun Jeong,male,1,F
10.1109/VAST.2008.4677360,Wenwen Dou,female,2,M
10.1109/VAST.2008.4677360,Heather Lipford,female,3,M
10.1109/VAST.2008.4677360,Felesia Stukes,female,4,M
10.1109/VAST.2008.4677360,Remco Chang,male,5,M
10.1109/VAST.2008.4677360,William Ribarsky,male,6,L
10.1109/VAST.2008.4677361,Tera Marie Green,female,1,F
10.1109/VAST.2008.4677361,William Ribarsky,male,2,M
10.1109/VAST.2008.4677361,Brian D. Fisher,male,3,L
10.1109/VAST.2008.4677362,Eric A. Bier,male,1,F
10.1109/VAST.2008.4677362,Stuart K. Card,male,2,M
10.1109/VAST.2008.4677362,John W. Bodnar,male,3,L
10.1109/VAST.2008.4677363,Anya Samak,female,1,F
10.1109/VAST.2008.4677363,Ross Maciejewski,male,2,M
10.1109/VAST.2008.4677363,David S. Ebert,male,3,L
10.1109/VAST.2008.4677364,Danyel Fisher,male,1,F
10.1109/VAST.2008.4677364,Aaron Hoff,male,2,M
10.1109/VAST.2008.4677364,George G. Robertson,male,3,M
10.1109/VAST.2008.4677364,Matthew Hurst,male,4,L
10.1109/VAST.2008.4677365,David Gotz,male,1,F
10.1109/VAST.2008.4677365,Michelle X. Zhou,female,2,L
10.1109/VAST.2008.4677366,William A. Pike,male,1,F
10.1109/VAST.2008.4677366,Joe Bruce,male,2,M
10.1109/VAST.2008.4677366,Bob Baddeley,male,3,M
10.1109/VAST.2008.4677366,Daniel M. Best,male,4,M
10.1109/VAST.2008.4677366,Lyndsey Franklin,female,5,M
10.1109/VAST.2008.4677366,Richard May,male,6,M
10.1109/VAST.2008.4677366,Douglas M. Rice,male,7,M
10.1109/VAST.2008.4677366,Roderick M. Riensche,male,8,M
10.1109/VAST.2008.4677366,Katarina Younkin,female,9,L
10.1109/VAST.2008.4677367,Chandan K. Reddy,male,1,F
10.1109/VAST.2008.4677367,Snehal Pokharkar,female,2,M
10.1109/VAST.2008.4677367,Tin Kam Ho,male,3,L
10.1109/VAST.2008.4677368,Scott Barlowe,male,1,F
10.1109/VAST.2008.4677368,Tianyi Zhang,male,2,M
10.1109/VAST.2008.4677368,Yujie Liu,female,3,M
10.1109/VAST.2008.4677368,Jing Yang 0001,female,4,M
10.1109/VAST.2008.4677368,Donald J. Jacobs,male,5,L
10.1109/VAST.2008.4677369,Chen Yu,male,1,F
10.1109/VAST.2008.4677369,Yiwen Zhong,female,2,M
10.1109/VAST.2008.4677369,Thomas G. Smith 0002,male,3,M
10.1109/VAST.2008.4677369,Ikhyun Park,male,4,M
10.1109/VAST.2008.4677369,Weixia Huang,female,5,L
10.1109/VAST.2008.4677370,Chris Weaver,male,1,F
10.1109/VAST.2008.4677372,Nathan Andrysco,male,1,F
10.1109/VAST.2008.4677372,Bedrich Benes,male,2,M
10.1109/VAST.2008.4677372,Kevin R. Gurney,male,3,L
10.1109/VAST.2008.4677373,Jae-wook Ahn,male,1,F
10.1109/VAST.2008.4677373,Peter Brusilovsky,male,2,L
10.1109/VAST.2008.4677374,Tim Lammarsch,male,1,F
10.1109/VAST.2008.4677375,Jaime Montemayor,male,1,F
10.1109/VAST.2008.4677375,Christopher P. Diehl,male,2,M
10.1109/VAST.2008.4677375,Michael Pekala,male,3,M
10.1109/VAST.2008.4677375,David Patrone,male,4,L
10.1109/VAST.2008.4677376,Ye Zhao,male,1,F
10.1109/VAST.2008.4677376,Jamal Alsakran,male,2,M
10.1109/VAST.2008.4677376,Xinlei Zhao,male,3,L
10.1109/VAST.2008.4677377,Victor Pascual-Cid,male,1,F
10.1109/VAST.2008.4677378,Yedendra Babu Shrinivasan,male,1,F
10.1109/VAST.2008.4677378,Jarke J. van Wijk,male,2,L
10.1109/VAST.2008.4677379,Alex Godwin,male,1,F
10.1109/VAST.2008.4677379,Remco Chang,male,2,M
10.1109/VAST.2008.4677379,Robert Kosara,male,3,M
10.1109/VAST.2008.4677379,William Ribarsky,male,4,L
10.1109/VAST.2008.4677380,Mark Giereth,male,1,F
10.1109/VAST.2008.4677380,Harald Bosch,male,2,M
10.1109/VAST.2008.4677380,Thomas Ertl,male,3,L
10.1109/VAST.2008.4677381,Florian Jürgen Gerhardt,male,1,F
10.1109/VAST.2008.4677381,Joerg Meyer,male,2,L
10.1109/VAST.2008.4677383,Georges G. Grinstein,male,1,F
10.1109/VAST.2008.4677383,Catherine Plaisant,female,2,M
10.1109/VAST.2008.4677383,Sharon J. Laskowski,female,3,M
10.1109/VAST.2008.4677383,Teresa O'Connell,female,4,M
10.1109/VAST.2008.4677383,Jean Scholtz,female,5,M
10.1109/VAST.2008.4677383,Mark A. Whiting,male,6,L
10.1109/VAST.2008.4677384,Donald A. Pellegrino,male,1,F
10.1109/VAST.2008.4677384,Chi-Chun Pan,male,2,M
10.1109/VAST.2008.4677384,Anthony C. Robinson,male,3,M
10.1109/VAST.2008.4677384,Michael Stryker,male,4,M
10.1109/VAST.2008.4677384,Junyan Luo,male,5,M
10.1109/VAST.2008.4677384,Chris Weaver,male,6,M
10.1109/VAST.2008.4677384,Prasenjit Mitra,male,7,M
10.1109/VAST.2008.4677384,Chaomei Chen,male,8,M
10.1109/VAST.2008.4677384,Ian Turton,male,9,M
10.1109/VAST.2008.4677384,Alan M. MacEachren,male,10,L
10.1109/VAST.2008.4677385,Lynn Chien,female,1,F
10.1109/VAST.2008.4677385,Annie Tat,female,2,M
10.1109/VAST.2008.4677385,Pascale Proulx,female,3,M
10.1109/VAST.2008.4677385,Adeel Khamisa,male,4,M
10.1109/VAST.2008.4677385,William Wright,male,5,L
10.1109/VAST.2008.4677386,Jason Payne,male,1,F
10.1109/VAST.2008.4677386,Jake Solomon,male,2,M
10.1109/VAST.2008.4677386,Ravi Sankar,male,3,M
10.1109/VAST.2008.4677386,Bob McGrew,male,4,L
10.1109/VAST.2008.4677387,Ranko Miklin,male,1,F
10.1109/VAST.2008.4677387,Tomislav Lipic,male,2,M
10.1109/VAST.2008.4677387,Zoltan Konyha,male,3,M
10.1109/VAST.2008.4677387,Mario Beric,male,4,M
10.1109/VAST.2008.4677387,Wolfgang Freiler,male,5,M
10.1109/VAST.2008.4677387,Kresimir Matkovic,male,6,M
10.1109/VAST.2008.4677387,Denis Gracanin,male,7,L
10.1109/VAST.2008.4677388,Natalia V. Andrienko,female,1,F
10.1109/VAST.2008.4677388,Gennady L. Andrienko,male,2,L
10.1109/VAST.2008.4677389,Qi Ye,male,1,F
10.1109/VAST.2008.4677389,Tian Zhu 0001,male,2,M
10.1109/VAST.2008.4677389,Deyong Hu,male,3,M
10.1109/VAST.2008.4677389,Bin Wu 0001,male,4,M
10.1109/VAST.2008.4677389,Nan Du,female,5,M
10.1109/VAST.2008.4677389,Bai Wang 0001,unisex,6,L
10.1109/VAST.2008.4677390,Adalberto L. Simeone,male,1,F
10.1109/VAST.2008.4677390,Paolo Buono,male,2,L
10.1109/VAST.2008.4677391,Carlos D. Correa,male,1,F
10.1109/VAST.2008.4677391,Tarik Crnovrsanin,male,2,M
10.1109/VAST.2008.4677391,Chris Muelder,male,3,M
10.1109/VAST.2008.4677391,Zeqian Shen,male,4,M
10.1109/VAST.2008.4677391,Ryan Armstrong,male,5,M
10.1109/VAST.2008.4677391,James Shearer,male,6,M
10.1109/VAST.2008.4677391,Kwan-Liu Ma,male,7,L
10.1109/VAST.2008.4677392,Adam Perer,male,1,F
10.1109/VAST.2008.4677393,Michael Farrugia,male,1,F
10.1109/VAST.2008.4677393,Aaron J. Quigley,male,2,L
10.1109/VAST.2008.4677394,Benjamin Holland,male,1,F
10.1109/VAST.2008.4677394,Lisa Kuchy,female,2,M
10.1109/VAST.2008.4677394,Jason Dalton,male,3,L
10.1109/VAST.2008.4677395,Dennis J. Bouvier,male,1,F
10.1109/VAST.2008.4677395,Britian Oates,male,2,L
10.1109/VAST.2008.4677396,Edward Swing,male,1,F
10.1109/VAST.2009.5332481,Edward Swing,male,1,F
10.1109/VAST.2009.5332485,Alex Endert,male,1,F
10.1109/VAST.2009.5332485,Christopher Andrews,male,2,M
10.1109/VAST.2009.5332485,Glenn A. Fink,male,3,M
10.1109/VAST.2009.5332485,Chris North,male,4,L
10.1109/VAST.2009.5332584,Gennady L. Andrienko,male,1,F
10.1109/VAST.2009.5332584,Natalia V. Andrienko,female,2,M
10.1109/VAST.2009.5332584,Salvatore Rinzivillo,male,3,M
10.1109/VAST.2009.5332584,Mirco Nanni,male,4,M
10.1109/VAST.2009.5332584,Dino Pedreschi,male,5,M
10.1109/VAST.2009.5332584,Fosca Giannotti,female,6,L
10.1109/VAST.2009.5332586,Chad A. Steed,male,1,F
10.1109/VAST.2009.5332586,J. Edward Swan,male,2,M
10.1109/VAST.2009.5332586,T. J. Jankun-Kelly,male,3,M
10.1109/VAST.2009.5332586,Patrick J. Fitzpatrick,male,4,L
10.1109/VAST.2009.5332593,Tarik Crnovrsanin,male,1,F
10.1109/VAST.2009.5332593,Chris Muelder,male,2,M
10.1109/VAST.2009.5332593,Carlos D. Correa,male,3,M
10.1109/VAST.2009.5332593,Kwan-Liu Ma,male,4,L
10.1109/VAST.2009.5332595,Krist Wongsuphasawat,male,1,F
10.1109/VAST.2009.5332595,Ben Shneiderman,male,2,L
10.1109/VAST.2009.5332596,Yi Han 0005,male,1,F
10.1109/VAST.2009.5332596,Erich P. Stuntebeck,male,2,M
10.1109/VAST.2009.5332596,John T. Stasko,male,3,M
10.1109/VAST.2009.5332596,Gregory D. Abowd,male,4,L
10.1109/VAST.2009.5332610,Ho Van Quan,male,1,F
10.1109/VAST.2009.5332610,Tobias Åström,male,2,M
10.1109/VAST.2009.5332610,Mikael Jern,male,3,L
10.1109/VAST.2009.5332611,Carlos D. Correa,male,1,F
10.1109/VAST.2009.5332611,Yu-Hsuan Chan,female,2,M
10.1109/VAST.2009.5332611,Kwan-Liu Ma,male,3,L
10.1109/VAST.2009.5332628,Andrada Tatu,female,1,F
10.1109/VAST.2009.5332628,Georgia Albuquerque,female,2,M
10.1109/VAST.2009.5332628,Martin Eisemann,male,3,M
10.1109/VAST.2009.5332628,Jörn Schneidewind,male,4,M
10.1109/VAST.2009.5332628,Holger Theisel,male,5,M
10.1109/VAST.2009.5332628,Marcus A. Magnor,male,6,M
10.1109/VAST.2009.5332628,Daniel A. Keim,male,7,L
10.1109/VAST.2009.5332629,Jaegul Choo,male,1,F
10.1109/VAST.2009.5332629,Shawn Bohn,male,2,M
10.1109/VAST.2009.5332629,Haesun Park,female,3,L
10.1109/VAST.2009.5333020,Nazanin Kadivar,female,1,F
10.1109/VAST.2009.5333020,Victor Y. Chen,male,2,M
10.1109/VAST.2009.5333020,Dustin Dunsmuir,male,3,M
10.1109/VAST.2009.5333020,Eric Lee,male,4,M
10.1109/VAST.2009.5333020,Cheryl Z. Qian,female,5,M
10.1109/VAST.2009.5333020,John Dill,male,6,M
10.1109/VAST.2009.5333020,Chris Shaw 0002,male,7,M
10.1109/VAST.2009.5333020,Robert F. Woodbury,male,8,L
10.1109/VAST.2009.5333023,Yedendra Babu Shrinivasan,male,1,F
10.1109/VAST.2009.5333023,David Gotz,male,2,M
10.1109/VAST.2009.5333023,Jie Lu,female,3,L
10.1109/VAST.2009.5333081,Suvi Tarkkanen,female,1,F
10.1109/VAST.2009.5333081,Kaisa Miettinen,female,2,M
10.1109/VAST.2009.5333081,Jussi Hakanen,male,3,L
10.1109/VAST.2009.5333082,Stina S. Bridgeman,female,1,F
10.1109/VAST.2009.5333099,Yiwen Sun,female,1,F
10.1109/VAST.2009.5333099,Jason Leigh,male,2,M
10.1109/VAST.2009.5333099,Andrew E. Johnson,male,3,M
10.1109/VAST.2009.5333099,Dennis Chau,male,4,L
10.1109/VAST.2009.5333245,Mark A. Whiting,male,1,F
10.1109/VAST.2009.5333245,Chris North,male,2,M
10.1109/VAST.2009.5333245,Alex Endert,male,3,M
10.1109/VAST.2009.5333245,Jean Scholtz,female,4,M
10.1109/VAST.2009.5333245,Jereme Haack,male,5,M
10.1109/VAST.2009.5333245,Carrie Varley,female,6,M
10.1109/VAST.2009.5333245,James J. Thomas,male,7,L
10.1109/VAST.2009.5333248,Romain Vuillemot,male,1,F
10.1109/VAST.2009.5333248,Tanya E. Clement,female,2,M
10.1109/VAST.2009.5333248,Catherine Plaisant,female,3,M
10.1109/VAST.2009.5333248,Amit Kumar,male,4,L
10.1109/VAST.2009.5333417,Soujanya Vadapalli,female,1,F
10.1109/VAST.2009.5333417,Kamalakar Karlapalem,male,2,L
10.1109/VAST.2009.5333420,Ming C. Hao,female,1,F
10.1109/VAST.2009.5333420,Halldór Janetzko,male,2,M
10.1109/VAST.2009.5333420,Ratnesh K. Sharma,male,3,M
10.1109/VAST.2009.5333420,Umeshwar Dayal,male,4,M
10.1109/VAST.2009.5333420,Daniel A. Keim,male,5,M
10.1109/VAST.2009.5333420,Malú Castellanos,female,6,L
10.1109/VAST.2009.5333421,XiongFei Luo,male,1,F
10.1109/VAST.2009.5333421,Hongan Wang,female,2,M
10.1109/VAST.2009.5333421,Feng Tian 0001,male,3,M
10.1109/VAST.2009.5333421,Wei Liu 0023,male,4,M
10.1109/VAST.2009.5333421,Dongxing Teng,male,5,M
10.1109/VAST.2009.5333421,Guozhong Dai,male,6,L
10.1109/VAST.2009.5333428,Patricia Crossno,female,1,F
10.1109/VAST.2009.5333428,Daniel M. Dunlavy,male,2,M
10.1109/VAST.2009.5333428,Timothy M. Shead,male,3,L
10.1109/VAST.2009.5333431,Zhenyu Guo,male,1,F
10.1109/VAST.2009.5333431,Matthew O. Ward,male,2,M
10.1109/VAST.2009.5333431,Elke A. Rundensteiner,female,3,L
10.1109/VAST.2009.5333436,VinhTuan Thai,male,1,F
10.1109/VAST.2009.5333436,Siegfried Handschuh,male,2,L
10.1109/VAST.2009.5333437,Stuart J. Rose,male,1,F
10.1109/VAST.2009.5333437,Scott Butner,male,2,M
10.1109/VAST.2009.5333437,Wendy Cowley,female,3,M
10.1109/VAST.2009.5333437,Michelle L. Gregory,female,4,M
10.1109/VAST.2009.5333437,Julia Walker,female,5,L
10.1109/VAST.2009.5333438,Aba-Sah Dadzie,male,1,F
10.1109/VAST.2009.5333438,Daniela Petrelli,female,2,L
10.1109/VAST.2009.5333443,Christopher Collins 0001,male,1,F
10.1109/VAST.2009.5333443,Fernanda B. Viégas,female,2,M
10.1109/VAST.2009.5333443,Martin Wattenberg,male,3,L
10.1109/VAST.2009.5333451,Jonathan W. Decker,male,1,F
10.1109/VAST.2009.5333451,Alex Godwin,male,2,M
10.1109/VAST.2009.5333451,Mark A. Livingston,male,3,M
10.1109/VAST.2009.5333451,Denise Royle,female,4,L
10.1109/VAST.2009.5333453,Derek Overby,male,1,F
10.1109/VAST.2009.5333453,John Keyser,male,2,M
10.1109/VAST.2009.5333453,Jim Wall,male,3,L
10.1109/VAST.2009.5333468,Courtney C. Dornburg,female,1,F
10.1109/VAST.2009.5333468,Laura E. Matzen,female,2,M
10.1109/VAST.2009.5333468,Travis L. Bauer,male,3,M
10.1109/VAST.2009.5333468,Laura A. McNamara,female,4,L
10.1109/VAST.2009.5333469,Dong Hyun Jeong,male,1,F
10.1109/VAST.2009.5333469,Tera Marie Green,female,2,M
10.1109/VAST.2009.5333469,William Ribarsky,male,3,M
10.1109/VAST.2009.5333469,Remco Chang,male,4,L
10.1109/VAST.2009.5333472,Gennady L. Andrienko,male,1,F
10.1109/VAST.2009.5333472,Natalia V. Andrienko,female,2,M
10.1109/VAST.2009.5333472,Peter Bak,male,3,M
10.1109/VAST.2009.5333472,Slava Kisilevich,male,4,M
10.1109/VAST.2009.5333472,Daniel A. Keim,male,5,L
10.1109/VAST.2009.5333474,Jean Scholtz,female,1,F
10.1109/VAST.2009.5333564,Steffen Koch,male,1,F
10.1109/VAST.2009.5333564,Harald Bosch,male,2,M
10.1109/VAST.2009.5333564,Mark Giereth,male,3,M
10.1109/VAST.2009.5333564,Thomas Ertl,male,4,L
10.1109/VAST.2009.5333878,Youn ah Kang,female,1,F
10.1109/VAST.2009.5333878,Carsten Görg,male,2,M
10.1109/VAST.2009.5333878,John T. Stasko,male,3,L
10.1109/VAST.2009.5333880,Pak Chung Wong,male,1,F
10.1109/VAST.2009.5333880,Patrick Mackey,male,2,M
10.1109/VAST.2009.5333880,Kristin A. Cook,female,3,M
10.1109/VAST.2009.5333880,Randall M. Rohrer,male,4,M
10.1109/VAST.2009.5333880,Harlan Foote,male,5,M
10.1109/VAST.2009.5333880,Mark A. Whiting,male,6,L
10.1109/VAST.2009.5333893,Tatiana von Landesberger,female,1,F
10.1109/VAST.2009.5333893,Melanie Görner,female,2,M
10.1109/VAST.2009.5333893,Tobias Schreck,male,3,L
10.1109/VAST.2009.5333895,Robert Kincaid,male,1,F
10.1109/VAST.2009.5333895,Kurt Dejgaard,male,2,L
10.1109/VAST.2009.5333911,Janko Dietzsch,male,1,F
10.1109/VAST.2009.5333911,Julian Heinrich,male,2,M
10.1109/VAST.2009.5333911,Kay Nieselt,female,3,M
