,DOI,AuthorName-Deduped,PositionNumber,PositionCode,OriginalAffiliation,CleanedAffiliation,Country
1844,10.1109/TVCG.2009.121,Katja Bühler,5,M,"VRVis Research Center, Vienna, Austria","VRVis Research Center, Austria",Austria
1845,10.1109/TVCG.2009.121,Jai Y. Yu,6,M,"Research Institute of Molecular Pathology, Vienna, Austria","Research Institute of Molecular Pathology, Vienna, Austria",Austria
1846,10.1109/TVCG.2009.121,Barry J. Dickson,7,L,"Research Institute of Molecular Pathology, Vienna, Austria","Research Institute of Molecular Pathology, Vienna, Austria",Austria
1847,10.1109/TVCG.2009.122,Christopher Collins 0001,1,F,"University of Toronto, Canada",,
1848,10.1109/TVCG.2009.122,Gerald Penn,2,M,"University of Toronto, Canada","University of Toronto,Canada",Canada
1849,10.1109/TVCG.2009.122,Sheelagh Carpendale,3,L,"University of Calgary, Canada","University of Calgary, Canada",Canada
1850,10.1109/TVCG.2009.123,Michael Ogawa,1,F,"VIDI Laboratory, University of California, Davis, USA","University of California, Davis, USA",USA
1851,10.1109/TVCG.2009.123,Kwan-Liu Ma,2,L,"VIDI Laboratory, University of California, Davis, USA","University of California, Davis, USA",USA
1852,10.1109/TVCG.2009.124,Behzad Sajadi,1,F,"Computer Science Department, University of California, Irvine, USA","University of California, Irvine, USA",USA
1853,10.1109/TVCG.2009.124,Maxim Lazarov,2,M,"Computer Science Department, University of California, Irvine, USA","University of California, Irvine, USA",USA
1854,10.1109/TVCG.2009.124,Meenakshisundaram Gopi,3,M,"Computer Science Department, University of California, Irvine, USA","University of California, Irvine, USA",USA
1855,10.1109/TVCG.2009.124,Aditi Majumder,4,L,"Computer Science Department, University of California, Irvine, USA","University of California, Irvine, USA",USA
1856,10.1109/TVCG.2009.125,Çagatay Demiralp,1,F,"Brown University, USA","Brown University, USA",USA
1857,10.1109/TVCG.2009.125,John F. Hughes,2,M,"Brown University, USA","Brown University, USA",USA
1858,10.1109/TVCG.2009.125,David H. Laidlaw,3,L,"Brown University, USA","Brown University, USA",USA
1859,10.1109/TVCG.2009.126,Andrew S. Forsberg,1,F,"Computer Science Department, Brown University, USA","Brown University, USA",USA
1860,10.1109/TVCG.2009.126,Jian Chen 0006,2,M,"Computer Science Department, Brown University, USA",,
1861,10.1109/TVCG.2009.126,David H. Laidlaw,3,L,"Computer Science Department, Brown University, USA","Brown University, USA",USA
1862,10.1109/TVCG.2009.127,Melanie Tory,1,F,"University of Victoria, Canada","University of Victoria, Canada",Canada
1863,10.1109/TVCG.2009.127,Colin Swindells,2,M,"University of Victoria, Canada","University of Victoria, Canada",Canada
1864,10.1109/TVCG.2009.127,Rebecca Dreezer,3,L,"McMaster University, Canada","McMaster University,Canada",Canada
1865,10.1109/TVCG.2009.128,Aidan Slingsby,1,F,"Department of Information Science, City University of London, UK","City University, London,UK",UK
1866,10.1109/TVCG.2009.128,Jason Dykes,2,M,"Department of Information Science, City University of London, UK","City University, London,UK",UK
1867,10.1109/TVCG.2009.128,Jo Wood,3,L,"Department of Information Science, City University of London, UK","City University, London,UK",UK
1868,10.1109/TVCG.2009.129,Chris E. Weaver,1,F,"School of Computer Science and the Center Spatial Analysis, University of Oklahama, USA",,
1869,10.1109/TVCG.2009.130,Jin Chen,1,F,"GeoVISTA Center, Department of Geography, Pennsylvania State University, USA","Pennsylvania State University, USA",USA
1870,10.1109/TVCG.2009.130,Alan M. MacEachren,2,M,"GeoVISTA Center, Department of Geography, Pennsylvania State University, USA","Pennsylvania State University, USA",USA
1871,10.1109/TVCG.2009.130,Donna Peuquet,3,L,"GeoVISTA Center, Department of Geography, Pennsylvania State University, USA","Pennsylvania State University, USA",USA
1872,10.1109/TVCG.2009.131,Julian Heinrich,1,F,"VISUS (Visualization Research Center), Universität Stuttgart, Stuttgart, Germany","University of Stuttgart, Germany",Germany
1873,10.1109/TVCG.2009.131,Daniel Weiskopf,2,L,"VISUS (Visualization Research Center), Universität Stuttgart, Stuttgart, Germany","University of Stuttgart, Germany",Germany
1874,10.1109/TVCG.2009.136,Ove Daae Lampe,1,F,"CMR AS, University of Bergen, Norway","Christian Michelsen Research, Norway",Norway
1875,10.1109/TVCG.2009.136,Ove Daae Lampe,1,F,"CMR AS, University of Bergen, Norway","University of Bergen, Norway",Norway
1876,10.1109/TVCG.2009.136,Carlos D. Correa,2,M,"University of California, Davis, USA","University of California, Davis, USA",USA
1877,10.1109/TVCG.2009.136,Kwan-Liu Ma,3,M,"University of California, Davis, USA","University of California, Davis, USA",USA
1878,10.1109/TVCG.2009.136,Helwig Hauser,4,L,"University of Bergen, Norway","University of Bergen, Norway",Norway
1879,10.1109/TVCG.2009.137,David C. Banks,1,F,"UT ORNL Joint Institute for Computational Science, the ORNL Scientific Computing Group, and the Harvard Neuro Discovery Center, University of Tennessee, USA","University of Tennessee, USA",USA
1880,10.1109/TVCG.2009.137,Kevin Beason,2,L,"Rhythm and Hues Studios, USA","Rhythm and Hues Studios,USA",USA
1881,10.1109/TVCG.2009.138,Maarten H. Everts,1,F,"University of Groningam, Netherlands","University of Groningen, The Netherlands",The Netherlands
1882,10.1109/TVCG.2009.138,Henk Bekker,2,M,"University of Groningam, Netherlands","University of Groningen, The Netherlands",The Netherlands
1883,10.1109/TVCG.2009.138,Jos B. T. M. Roerdink,3,M,"University of Groningam, Netherlands","University of Groningen, The Netherlands",The Netherlands
1884,10.1109/TVCG.2009.138,Tobias Isenberg 0001,4,L,"University of Groningam, Netherlands","University of Groningen, The Netherlands",The Netherlands
1885,10.1109/TVCG.2009.139,Hendrik Strobelt,1,F,"University of Konstanz, Germany","University of Konstanz,Germany",Germany
1886,10.1109/TVCG.2009.139,Daniela Oelke,2,M,"University of Konstanz, Germany","University of Konstanz,Germany",Germany
1887,10.1109/TVCG.2009.139,Christian Rohrdantz,3,M,"University of Konstanz, Germany","University of Konstanz,Germany",Germany
1888,10.1109/TVCG.2009.139,Andreas Stoffel,4,M,"Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE","University of Konstanz,Germany",Germany
1889,10.1109/TVCG.2009.139,Daniel A. Keim,5,M,"University of Konstanz, Germany","University of Konstanz,Germany",Germany
1890,10.1109/TVCG.2009.139,Oliver Deussen,6,L,"University of Konstanz, Germany","University of Konstanz,Germany",Germany
1891,10.1109/TVCG.2009.140,Yanhua Chen,1,F,"Machine Vision and Pattern Recognition Lab, Department of Computer Science, Wayne State University, Detroit, MI, USA","Wayne State University, USA",USA
1892,10.1109/TVCG.2009.140,Lijun Wang,2,M,"Machine Vision and Pattern Recognition Lab, Department of Computer Science, Wayne State University, Detroit, MI, USA","Wayne State University, USA",USA
1893,10.1109/TVCG.2009.140,Ming Dong 0001,3,M,"Machine Vision and Pattern Recognition Lab, Department of Computer Science, Wayne State University, Detroit, MI, USA",,
1894,10.1109/TVCG.2009.140,Jing Hua 0001,4,L,"Graphics and Imaging Lab, Department of Computer Science, Wayne State University, Detroit, MI, USA",,
1895,10.1109/TVCG.2009.141,Radu Jianu,1,F,"Brown University, USA","Brown University, USA",USA
1896,10.1109/TVCG.2009.141,Çagatay Demiralp,2,M,"Brown University, USA","Brown University, USA",USA
1897,10.1109/TVCG.2009.141,David H. Laidlaw,3,L,"Brown University, USA","Brown University, USA",USA
1898,10.1109/TVCG.2009.142,Roland Fraedrich,1,F,"Computer Graphics and Visualization Group, Technische Universität München, Germany","Technical University Munich, Germany",Germany
1899,10.1109/TVCG.2009.142,Jens Schneider 0002,2,M,"Computer Graphics and Visualization Group, Technische Universität München, Germany",,
1900,10.1109/TVCG.2009.142,Rüdiger Westermann,3,L,"Computer Graphics and Visualization Group, Technische Universität München, Germany","Technical University Munich, Germany",Germany
1901,10.1109/TVCG.2009.143,Diansheng Guo,1,F,"Department of Geography, University of South Carolina, USA","University of South Carolina, USA",USA
1902,10.1109/TVCG.2009.144,Huamin Qu,1,F,"Hong Kong University of Science and Technology, Hong Kong, China","Hong Kong University of Science and Technology, China",China
1903,10.1109/TVCG.2009.144,Haomian Wang,2,M,"Hong Kong University of Science and Technology, Hong Kong, China","Hong Kong University of Science and Technology, China",China
1904,10.1109/TVCG.2009.144,Weiwei Cui,3,M,"Hong Kong University of Science and Technology, Hong Kong, China","Hong Kong University of Science and Technology, China",China
1905,10.1109/TVCG.2009.144,Yingcai Wu,4,M,"Hong Kong University of Science and Technology, Hong Kong, China","Hong Kong University of Science and Technology, China",China
1906,10.1109/TVCG.2009.144,Ming-Yuen Chan,5,L,"Hong Kong University of Science and Technology, Hong Kong, China","Hong Kong University of Science and Technology, China",China
1907,10.1109/TVCG.2009.145,Christophe Hurter,1,F,"DSNA DTI Research and Development, ENAC and IRIT IHCS, France","DSNA/DTI R&D, France",France
1908,10.1109/TVCG.2009.145,Christophe Hurter,1,F,"DSNA DTI Research and Development, ENAC and IRIT IHCS, France","French Civil Aviation University (ENAC) in Toulouse, France",France
1909,10.1109/TVCG.2009.145,Christophe Hurter,1,F,"DSNA DTI Research and Development, ENAC and IRIT IHCS, France","Institut de Recherche en Informatique de Toulouse (IRIT), France",France
1910,10.1109/TVCG.2009.145,Benjamin Tissoires,2,M,"DSNA DTI Research and Development, ENAC and IRIT IHCS, France","DSNA/DTI R&D, France",France
1911,10.1109/TVCG.2009.145,Benjamin Tissoires,2,M,"DSNA DTI Research and Development, ENAC and IRIT IHCS, France","French Civil Aviation University (ENAC) in Toulouse, France",France
1912,10.1109/TVCG.2009.145,Benjamin Tissoires,2,M,"DSNA DTI Research and Development, ENAC and IRIT IHCS, France","Institut de Recherche en Informatique de Toulouse (IRIT), France",France
