Paper DOI,Author Names
10.1109/mcg.2015.97,Ying Zhao 0001
10.1109/mcg.2015.97,Yang Shi 0007
10.1109/mcg.2015.97,Xing Liang
10.1109/mcg.2015.97,Xiaoping Fan
10.1109/tvcg.2015.2498554,Alexey Fofonov
10.1109/tvcg.2015.2498554,Vladimir Molchanov
10.1109/tvcg.2015.2498554,Lars Linsen
10.1109/tvcg.2011.128,Kun-Chuan Feng
10.1109/tvcg.2011.128,Chaoli Wang 0001
10.1109/tvcg.2011.128,Han-Wei Shen
10.1109/tvcg.2011.128,Tong-Yee Lee
10.1109/mcg.2016.100,Charles Perin
10.1109/mcg.2016.100,Jeremy Boy
10.1109/mcg.2016.100,Frédéric Vernier
10.1109/mcg.2015.73,Nan Cao 0001
10.1109/mcg.2015.73,Yu-Ru Lin
10.1109/mcg.2015.73,Fan Du
10.1109/mcg.2015.73,Dashun Wang
10.1109/tvcg.2011.82,Radu Jianu
10.1109/tvcg.2011.82,Çagatay Demiralp
10.1109/tvcg.2011.82,David H. Laidlaw
10.1109/mcg.2014.40,Paolo Angelelli
10.1109/mcg.2014.40,Steffen Oeltze
10.1109/mcg.2014.40,Judit Haasz
10.1109/mcg.2014.40,Cagatay Turkay
10.1109/mcg.2014.40,Erlend Hodneland
10.1109/mcg.2014.40,Arvid Lundervold
10.1109/mcg.2014.40,Astri J. Lundervold
10.1109/mcg.2014.40,Bernhard Preim
10.1109/mcg.2014.40,Helwig Hauser
10.1109/tvcg.2017.2723397,Eric Carlson Alexander
10.1109/tvcg.2017.2723397,Chih-Ching Chang
10.1109/tvcg.2017.2723397,Mariana Shimabukuro
10.1109/tvcg.2017.2723397,Steven Franconeri
10.1109/tvcg.2017.2723397,Christopher Collins 0001
10.1109/tvcg.2017.2723397,Michael Gleicher
10.1109/tvcg.2015.2403323,Maarten H. Everts
10.1109/tvcg.2015.2403323,Eric Begue
10.1109/tvcg.2015.2403323,Henk Bekker
10.1109/tvcg.2015.2403323,Jos B. T. M. Roerdink
10.1109/tvcg.2015.2403323,Tobias Isenberg 0001
10.1109/tvcg.2018.2808489,Shenghui Cheng
10.1109/tvcg.2018.2808489,Wei Xu 0020
10.1109/tvcg.2018.2808489,Klaus Mueller 0001
10.1109/tvcg.2013.265,Brian Duffy
10.1109/tvcg.2013.265,Jeyarajan Thiyagalingam
10.1109/tvcg.2013.265,Simon J. Walton
10.1109/tvcg.2013.265,David J. Smith
10.1109/tvcg.2013.265,Anne E. Trefethen
10.1109/tvcg.2013.265,Jackson C. Kirkman-Brown
10.1109/tvcg.2013.265,Eamonn A. Gaffney
10.1109/tvcg.2013.265,Min Chen 0001
10.1109/mcg.2015.69,Lyn Bartram
10.1109/tvcg.2010.270,Christian Heine 0002
10.1109/tvcg.2010.270,Dominic Schneider
10.1109/tvcg.2010.270,Hamish A. Carr
10.1109/tvcg.2010.270,Gerik Scheuermann
10.1109/mcg.2015.3,Rahul C. Basole
10.1109/mcg.2015.3,Ahsan Qamar
10.1109/mcg.2015.3,Hyunwoo Park
10.1109/mcg.2015.3,Christiaan J. J. Paredis
10.1109/mcg.2015.3,Leon F. McGinnis
10.1109/mcg.2015.115,Takayuki Itoh
10.1109/mcg.2015.115,Karsten Klein 0001
10.1109/mcg.2016.49,Jimmy Johansson 0001
10.1109/mcg.2016.49,Tomasz Opach
10.1109/mcg.2016.49,Erik Glaas
10.1109/mcg.2016.49,Tina-Simone Schmid Neset
10.1109/mcg.2016.49,Carlo Navarra
10.1109/mcg.2016.49,Björn-Ola Linnér
10.1109/mcg.2016.49,Jan Ketil Rød
10.1109/tvcg.2015.2424878,Nan Cao 0001
10.1109/tvcg.2015.2424878,Yu-Ru Lin
10.1109/tvcg.2015.2424878,David Gotz
10.1109/tvcg.2018.2834923,Monique Meuschke
10.1109/tvcg.2018.2834923,Steffen Oeltze-Jafra
10.1109/tvcg.2018.2834923,Oliver Beuing
10.1109/tvcg.2018.2834923,Bernhard Preim
10.1109/tvcg.2018.2834923,Kai Lawonn
10.1109/mcg.2015.25,David H. S. Chung
10.1109/mcg.2015.25,Matthew L. Parry
10.1109/mcg.2015.25,Iwan W. Griffiths
10.1109/mcg.2015.25,Robert S. Laramee
10.1109/mcg.2015.25,Rhodri Bown
10.1109/mcg.2015.25,Philip A. Legg
10.1109/mcg.2015.25,Min Chen 0001
10.1109/tvcg.2017.2672987,Bing Wang 0007
10.1109/tvcg.2017.2672987,Klaus Mueller 0001
10.1109/mcg.2017.21,Jing Xia
10.1109/mcg.2017.21,Yumeng Hou
10.1109/mcg.2017.21,Yingjie Victor Chen
10.1109/mcg.2017.21,Zhenyu Cheryl Qian
10.1109/mcg.2017.21,David S. Ebert
10.1109/mcg.2017.21,Wei Chen 0001
10.1109/mcg.2015.74,Shimin Wang
10.1109/mcg.2015.74,Yuzuru Tanahashi
10.1109/mcg.2015.74,Nick Leaf
10.1109/mcg.2015.74,Kwan-Liu Ma
10.1109/tvcg.2016.2618797,Pascal Goffin
10.1109/tvcg.2016.2618797,Jeremy Boy
10.1109/tvcg.2016.2618797,Wesley Willett
10.1109/tvcg.2016.2618797,Petra Isenberg
10.1109/tvcg.2013.271,Hyunjoo Song
10.1109/tvcg.2013.271,Jihye Yun
10.1109/tvcg.2013.271,Bo Hyoung Kim
10.1109/tvcg.2013.271,Jinwook Seo
10.1109/tvcg.2012.174,Yin Yang 0002
10.1109/tvcg.2012.174,Xiaohu Guo
10.1109/tvcg.2012.174,Jennell Vick
10.1109/tvcg.2012.174,Luis G. Torres
10.1109/tvcg.2012.174,Thomas F. Campbell
10.1109/tvcg.2012.172,Jing Yang 0001
10.1109/tvcg.2012.172,Yujie Liu
10.1109/tvcg.2012.172,Xin Zhang
10.1109/tvcg.2012.172,Xiaoru Yuan
10.1109/tvcg.2012.172,Ye Zhao 0003
10.1109/tvcg.2012.172,Scott Barlowe
10.1109/tvcg.2012.172,Shixia Liu
10.1109/mcg.2015.52,Wesley Willett
10.1109/mcg.2015.52,Pascal Goffin
10.1109/mcg.2015.52,Petra Isenberg
10.1109/mcg.2015.70,Mukund Raj
10.1109/mcg.2015.70,Mahsa Mirzargar
10.1109/mcg.2015.70,J. Samuel Preston
10.1109/mcg.2015.70,Robert M. Kirby
10.1109/mcg.2015.70,Ross T. Whitaker
10.1109/tvcg.2017.2784830,Oleg Igouchkine
10.1109/tvcg.2017.2784830,Yubo Zhang 0001
10.1109/tvcg.2017.2784830,Kwan-Liu Ma
10.1109/mcg.2015.47,Kuno Kurzhals
10.1109/mcg.2015.47,Daniel Weiskopf
10.1109/tvcg.2017.2692781,Grzegorz Karol Karch
10.1109/tvcg.2017.2692781,Fabian Beck 0001
10.1109/tvcg.2017.2692781,Moritz Ertl
10.1109/tvcg.2017.2692781,Christian Meister
10.1109/tvcg.2017.2692781,Kathrin Schulte
10.1109/tvcg.2017.2692781,Bernhard Weigand
10.1109/tvcg.2017.2692781,Thomas Ertl
10.1109/tvcg.2017.2692781,Filip Sadlo
10.1109/tvcg.2018.2796557,María-Jesús Lobo
10.1109/tvcg.2018.2796557,Caroline Appert
10.1109/tvcg.2018.2796557,Emmanuel Pietriga
10.1109/tvcg.2017.2719684,Yulong Guo
10.1109/tvcg.2017.2719684,Xiaopei Liu
10.1109/tvcg.2017.2719684,Chi Xiong
10.1109/tvcg.2017.2719684,Xuemiao Xu
10.1109/tvcg.2017.2719684,Chi-Wing Fu
10.1109/mcg.2016.90,Romain Vuillemot
10.1109/mcg.2016.90,Charles Perin
10.1109/tvcg.2012.170,Victor Matvienko
10.1109/tvcg.2012.170,Jens H. Krüger
10.1109/tvcg.2012.312,Hui Fang 0003
10.1109/tvcg.2012.312,Gary Kwok-Leung Tam
10.1109/tvcg.2012.312,Rita Borgo
10.1109/tvcg.2012.312,Andrew J. Aubrey
10.1109/tvcg.2012.312,Philip W. Grant
10.1109/tvcg.2012.312,Paul L. Rosin
10.1109/tvcg.2012.312,Christian Wallraven
10.1109/tvcg.2012.312,Douglas W. Cunningham
10.1109/tvcg.2012.312,A. David Marshall
10.1109/tvcg.2012.312,Min Chen 0001
10.1109/tvcg.2011.268,Paul Rosen 0001
10.1109/tvcg.2011.268,Voicu Popescu
10.1109/mcg.2016.62,Oliver Rübel
10.1109/mcg.2016.62,Burlen Loring
10.1109/mcg.2016.62,Jean-Luc Vay
10.1109/mcg.2016.62,David P. Grote
10.1109/mcg.2016.62,Rémi Lehe
10.1109/mcg.2016.62,Stepan Bulanov
10.1109/mcg.2016.62,Henri Vincenti
10.1109/mcg.2016.62,E. Wes Bethel
10.1109/mcg.2015.120,Alina Freund
10.1109/mcg.2015.120,Nazli Yonca Aydin
10.1109/mcg.2015.120,Dirk Zeckzer
10.1109/mcg.2015.120,Hans Hagen
10.1109/mcg.2016.66,Philip A. Legg
10.1109/mcg.2016.66,Eamonn Maguire
10.1109/mcg.2016.66,Simon J. Walton
10.1109/mcg.2016.66,Min Chen 0001
10.1109/mcg.2016.40,Yosuke Onoue
10.1109/mcg.2016.40,Nobuyuki Kukimoto
10.1109/mcg.2016.40,Naohisa Sakamoto
10.1109/mcg.2016.40,Kazuo Misue
10.1109/mcg.2016.40,Koji Koyamada
10.1109/mcg.2014.78,Eniko Szekely
10.1109/mcg.2014.78,Arnaud Sallaberry
10.1109/mcg.2014.78,Faraz Zaidi
10.1109/mcg.2014.78,Pascal Poncelet
10.1109/tvcg.2011.285,Timo Ropinski
10.1109/tvcg.2011.285,Stefan Diepenbrock
10.1109/tvcg.2011.285,Stefan Bruckner
10.1109/tvcg.2011.285,Klaus H. Hinrichs
10.1109/tvcg.2011.285,M. Eduard Gröller
10.1109/tvcg.2012.110,Johannes Kehrer
10.1109/tvcg.2012.110,Helwig Hauser
10.1109/tvcg.2010.79,Hans-Jörg Schulz
10.1109/tvcg.2010.79,Steffen Hadlak
10.1109/tvcg.2010.79,Heidrun Schumann
10.1109/tvcg.2013.65,Adrian Mayorga
10.1109/tvcg.2013.65,Michael Gleicher
10.1109/tvcg.2013.76,Wouter Meulemans
10.1109/tvcg.2013.76,Nathalie Henry Riche
10.1109/tvcg.2013.76,Bettina Speckmann
10.1109/tvcg.2013.76,Basak Alper
10.1109/tvcg.2013.76,Tim Dwyer
10.1109/tvcg.2011.100,Daniel Angus
10.1109/tvcg.2011.100,Andrew E. Smith
10.1109/tvcg.2011.100,Janet Wiles
10.1109/tvcg.2010.82,Ross Maciejewski
10.1109/tvcg.2010.82,Ryan Hafen
10.1109/tvcg.2010.82,Stephen Rudolph
10.1109/tvcg.2010.82,Stephen G. Larew
10.1109/tvcg.2010.82,Michael A. Mitchell
10.1109/tvcg.2010.82,William S. Cleveland
10.1109/tvcg.2010.82,David S. Ebert
10.1109/tvcg.2013.89,Zhiyuan Zhang 0006
10.1109/tvcg.2013.89,Bing Wang 0007
10.1109/tvcg.2013.89,Faisal Ahmed 0001
10.1109/tvcg.2013.89,I. V. Ramakrishnan
10.1109/tvcg.2013.89,Rong Zhao
10.1109/tvcg.2013.89,Asa Viccellio
10.1109/tvcg.2013.89,Klaus Mueller 0001
10.1109/tvcg.2011.78,Christian Rössl
10.1109/tvcg.2011.78,Holger Theisel
10.1109/tvcg.2012.133,Kenneth Moreland
10.1109/tvcg.2012.77,Brian Bowman
10.1109/tvcg.2012.77,Niklas Elmqvist
10.1109/tvcg.2012.77,T. J. Jankun-Kelly
10.1109/tvcg.2012.128,Dang Tuan Nhon
10.1109/tvcg.2012.128,Anushka Anand
10.1109/tvcg.2012.128,Leland Wilkinson
10.1109/tvcg.2011.108,Marc Streit
10.1109/tvcg.2011.108,Hans-Jörg Schulz
10.1109/tvcg.2011.108,Alexander Lex
10.1109/tvcg.2011.108,Dieter Schmalstieg
10.1109/tvcg.2011.108,Heidrun Schumann
10.1109/tvcg.2012.65,Julia Eunju Nam
10.1109/tvcg.2012.65,Klaus Mueller 0001
10.1109/tvcg.2013.101,Jenny Hyunjung Lee
10.1109/tvcg.2013.101,Kevin T. McDonnell
10.1109/tvcg.2013.101,Alla Zelenyuk
10.1109/tvcg.2013.101,Dan Imre
10.1109/tvcg.2013.101,Klaus Mueller 0001
10.1109/tvcg.2012.115,Harish Doraiswamy
10.1109/tvcg.2012.115,Vijay Natarajan
10.1109/tvcg.2012.131,Markus Üffinger
10.1109/tvcg.2012.131,Filip Sadlo
10.1109/tvcg.2012.131,Thomas Ertl
10.1109/tvcg.2012.93,Behzad Sajadi
10.1109/tvcg.2012.93,Aditi Majumder
10.1109/tvcg.2012.93,Manuel M. Oliveira
10.1109/tvcg.2012.93,Rosália G. Schneider
10.1109/tvcg.2012.93,Ramesh Raskar
10.1109/tvcg.2013.109,James Abello
10.1109/tvcg.2013.109,Steffen Hadlak
10.1109/tvcg.2013.109,Heidrun Schumann
10.1109/tvcg.2013.109,Hans-Jörg Schulz
10.1109/tvcg.2011.35,Joel Kronander
10.1109/tvcg.2011.35,Daniel Jönsson
10.1109/tvcg.2011.35,Joakim Löw
10.1109/tvcg.2011.35,Patric Ljung
10.1109/tvcg.2011.35,Anders Ynnerman
10.1109/tvcg.2011.35,Jonas Unger
10.1109/tvcg.2012.108,Susanne Tak
10.1109/tvcg.2012.108,Andy Cockburn
10.1109/tvcg.2010.111,Johannes Kehrer
10.1109/tvcg.2010.111,Philipp Muigg
10.1109/tvcg.2010.111,Helmut Doleisch
10.1109/tvcg.2010.111,Helwig Hauser
10.1109/tvcg.2013.66,SungYe Kim
10.1109/tvcg.2013.66,Ross Maciejewski
10.1109/tvcg.2013.66,Abish Malik
10.1109/tvcg.2013.66,Yun Jang
10.1109/tvcg.2013.66,David S. Ebert
10.1109/tvcg.2013.66,Tobias Isenberg 0001
10.1109/tvcg.2011.88,Andrzej Szymczak
10.1109/tvcg.2011.88,Eugene Zhang
10.1109/tvcg.2013.20,Yu-Hsuan Chan
10.1109/tvcg.2013.20,Carlos D. Correa
10.1109/tvcg.2013.20,Kwan-Liu Ma
10.1109/tvcg.2012.144,Lin Zheng
10.1109/tvcg.2012.144,Yingcai Wu
10.1109/tvcg.2012.144,Kwan-Liu Ma
10.1109/tvcg.2012.114,Yingcai Wu
10.1109/tvcg.2012.114,Xiaotong Liu
10.1109/tvcg.2012.114,Shixia Liu
10.1109/tvcg.2012.114,Kwan-Liu Ma
10.1109/tvcg.2011.107,Guoning Chen
10.1109/tvcg.2011.107,Qingqing Deng
10.1109/tvcg.2011.107,Andrzej Szymczak
10.1109/tvcg.2011.107,Robert S. Laramee
10.1109/tvcg.2011.107,Eugene Zhang
10.1109/tvcg.2012.105,Ross Maciejewski
10.1109/tvcg.2012.105,Yun Jang
10.1109/tvcg.2012.105,Insoo Woo
10.1109/tvcg.2012.105,Heike Jänicke
10.1109/tvcg.2012.105,Kelly P. Gaither
10.1109/tvcg.2012.105,David S. Ebert
10.1109/tvcg.2013.117,Sedat Ozer
10.1109/tvcg.2013.117,Deborah Silver
10.1109/tvcg.2013.117,Karen G. Bemis
10.1109/tvcg.2013.117,Pino Martin
10.1109/tvcg.2011.25,Zhenmin Peng
10.1109/tvcg.2011.25,Edward Grundy
10.1109/tvcg.2011.25,Robert S. Laramee
10.1109/tvcg.2011.25,Guoning Chen
10.1109/tvcg.2011.25,Nick Croft
10.1109/tvcg.2010.64,Suthambhara Nagaraj
10.1109/tvcg.2010.64,Vijay Natarajan
10.1109/tvcg.2010.37,Zahid Hossain 0001
10.1109/tvcg.2010.37,Usman R. Alim
10.1109/tvcg.2010.37,Torsten Möller
10.1109/tvcg.2013.18,Sohail Shafii
10.1109/tvcg.2013.18,Harald Obermaier
10.1109/tvcg.2013.18,Rodman R. Linn
10.1109/tvcg.2013.18,Eunmo Koo
10.1109/tvcg.2013.18,Mario Hlawitschka
10.1109/tvcg.2013.18,Christoph Garth
10.1109/tvcg.2013.18,Bernd Hamann
10.1109/tvcg.2013.18,Kenneth I. Joy
10.1109/tvcg.2013.81,Mark Luffel
10.1109/tvcg.2013.81,Topraj Gurung
10.1109/tvcg.2013.81,Peter Lindstrom 0001
10.1109/tvcg.2013.81,Jarek Rossignac
10.1109/tvcg.2011.110,Zhanping Liu
10.1109/tvcg.2011.110,Shangshu Cai
10.1109/tvcg.2011.110,J. Edward Swan II
10.1109/tvcg.2011.110,Robert J. Moorhead II
10.1109/tvcg.2011.110,Joel P. Martin
10.1109/tvcg.2011.110,T. J. Jankun-Kelly
10.1109/tvcg.2012.91,Lei Wang 0024
10.1109/tvcg.2012.91,Arie E. Kaufman
10.1109/tvcg.2013.90,Tiago Etiene
10.1109/tvcg.2013.90,Daniel Jönsson
10.1109/tvcg.2013.90,Timo Ropinski
10.1109/tvcg.2013.90,Carlos Eduardo Scheidegger
10.1109/tvcg.2013.90,João Luiz Dihl Comba
10.1109/tvcg.2013.90,Luis Gustavo Nonato
10.1109/tvcg.2013.90,Robert M. Kirby
10.1109/tvcg.2013.90,Anders Ynnerman
10.1109/tvcg.2013.90,Cláudio T. Silva
10.1109/tvcg.2012.89,Bum Chul Kwon
10.1109/tvcg.2012.89,Waqas Javed
10.1109/tvcg.2012.89,Sohaib Ghani
10.1109/tvcg.2012.89,Niklas Elmqvist
10.1109/tvcg.2012.89,Ji Soo Yi
10.1109/tvcg.2012.89,David S. Ebert
10.1109/tvcg.2013.100,Jun Tao 0002
10.1109/tvcg.2013.100,Chaoli Wang 0001
10.1109/tvcg.2013.100,Ching-Kuang Shene
10.1109/tvcg.2013.100,Seung Hyun Kim
10.1109/tvcg.2010.90,Dilip Mathew Thomas
10.1109/tvcg.2010.90,Vijay Natarajan
10.1109/tvcg.2010.90,Georges-Pierre Bonneau
10.1109/tvcg.2011.113,Fei Yang
10.1109/tvcg.2011.113,Qingde Li
10.1109/tvcg.2011.113,Dehui Xiang
10.1109/tvcg.2011.113,Yong Cao
10.1109/tvcg.2011.113,Jie Tian 0001
10.1109/tvcg.2013.87,Daiki Yamanaka
10.1109/tvcg.2013.87,Yutaka Ohtake
10.1109/tvcg.2013.87,Hiromasa Suzuki
10.1109/mcg.2020.3025504,Georgia Panagiotidou
10.1109/mcg.2020.3025504,Sinem Görücü
10.1109/mcg.2020.3025504,Andrew Vande Moere
10.1109/mcg.2018.2881523,Jun Han 0010
10.1109/mcg.2018.2881523,Jun Tao 0002
10.1109/mcg.2018.2881523,Hao Zheng 0006
10.1109/mcg.2018.2881523,Hanqi Guo 0001
10.1109/mcg.2018.2881523,Danny Z. Chen
10.1109/mcg.2018.2881523,Chaoli Wang 0001
10.1109/mcg.2018.2881501,Hammad Haleem
10.1109/mcg.2018.2881501,Yong Wang 0021
10.1109/mcg.2018.2881501,Abishek Puri
10.1109/mcg.2018.2881501,Sahil Wadhwa
10.1109/mcg.2018.2881501,Huamin Qu
10.1109/mcg.2018.2878902,Dylan Cashman
10.1109/mcg.2018.2878902,Genevieve Patterson
10.1109/mcg.2018.2878902,Abigail Mosca
10.1109/mcg.2018.2878902,Nathan Watts
10.1109/mcg.2018.2878902,Shannon Robinson
10.1109/mcg.2018.2878902,Remco Chang
10.1109/mcg.2019.2897927,Wolfgang Büschel
10.1109/mcg.2019.2897927,Stefan Vogt
10.1109/mcg.2019.2897927,Raimund Dachselt
10.1109/mcg.2018.2878900,Adam James Bradley
10.1109/mcg.2018.2878900,Mennatallah El-Assady
10.1109/mcg.2018.2878900,Katharine Coles
10.1109/mcg.2018.2878900,Eric C. Alexander
10.1109/mcg.2018.2878900,Min Chen 0001
10.1109/mcg.2018.2878900,Christopher Collins 0001
10.1109/mcg.2018.2878900,Stefan Jänicke
10.1109/mcg.2018.2878900,David Joseph Wrisley
10.1109/mcg.2019.2901428,G. Elisabeta Marai
10.1109/mcg.2019.2901428,Jason Leigh
10.1109/mcg.2019.2901428,Andrew E. Johnson 0001
10.1109/mcg.2017.3621223,Alireza Karduni
10.1109/mcg.2017.3621223,Isaac Cho
10.1109/mcg.2017.3621223,Ginette Wessel
10.1109/mcg.2017.3621223,William Ribarsky
10.1109/mcg.2017.3621223,Eric Sauda
10.1109/mcg.2017.3621223,Wenwen Dou
10.1109/mcg.2019.2898856,Jorge A. Wagner Filho
10.1109/mcg.2019.2898856,Carla M. D. S. Freitas
10.1109/mcg.2019.2898856,Luciana P. Nedel
10.1109/mcg.2018.053491732,Tobias Kauer
10.1109/mcg.2018.053491732,Sagar Joglekar 0001
10.1109/mcg.2018.053491732,Miriam Redi
10.1109/mcg.2018.053491732,Luca Maria Aiello
10.1109/mcg.2018.053491732,Daniele Quercia
10.1109/mcg.2019.2933419,Karthic Madanagopal
10.1109/mcg.2019.2933419,Eric D. Ragan
10.1109/mcg.2019.2933419,Perakath C. Benjamin
10.1109/mcg.2019.2898941,Alexander Ivanov 0004
10.1109/mcg.2019.2898941,Kurtis Thorvald Danyluk
10.1109/mcg.2019.2898941,Christian Jacob 0001
10.1109/mcg.2019.2898941,Wesley Willett
10.1109/mcg.2018.053491730,Wei Zeng 0004
10.1109/mcg.2018.053491730,Yu Ye 0002
10.1109/mcg.2019.2941856,Christian Bors
10.1109/mcg.2019.2941856,Theresia Gschwandtner
10.1109/mcg.2019.2941856,Silvia Miksch
10.1109/mcg.2020.2973945,Alejandro Benito-Santos
10.1109/mcg.2020.2973945,Roberto Therón Sánchez
10.1109/mcg.2020.2968249,Junhua Lu
10.1109/mcg.2020.2968249,Jie Wang
10.1109/mcg.2020.2968249,Hui Ye
10.1109/mcg.2020.2968249,Yuhui Gu
10.1109/mcg.2020.2968249,Zhiyu Ding
10.1109/mcg.2020.2968249,Mingliang Xu
10.1109/mcg.2020.2968249,Wei Chen 0001
10.1109/mcg.2018.2880818,Aashish Chaudhary
10.1109/mcg.2018.2880818,Sankhesh Jhaveri
10.1109/mcg.2018.2880818,Alvaro Sanchez
10.1109/mcg.2018.2880818,Lisa Sobierajski Avila
10.1109/mcg.2018.2880818,Kenneth M. Martin
10.1109/mcg.2018.2880818,Allison Vacanti
10.1109/mcg.2018.2880818,Marcus D. Hanwell
10.1109/mcg.2018.2880818,William J. Schroeder
10.1109/mcg.2018.032421652,Zach Duer
10.1109/mcg.2018.032421652,Leo Piilonen
10.1109/mcg.2018.032421652,George Glasson
10.1109/mcg.2020.3025078,Maria Karyda 0002
10.1109/mcg.2020.3025078,Danielle Wilde
10.1109/mcg.2020.3025078,Mette Gislev Kjærsgaard
10.1109/mcg.2018.032421654,Monique Meuschke
10.1109/mcg.2018.032421654,Tobias Günther
10.1109/mcg.2018.032421654,Ralph Wickenhöfer
10.1109/mcg.2018.032421654,Markus H. Gross
10.1109/mcg.2018.032421654,Bernhard Preim
10.1109/mcg.2018.032421654,Kai Lawonn
10.1109/mcg.2019.2945720,Christian Bors
10.1109/mcg.2019.2945720,John E. Wenskovitch
10.1109/mcg.2019.2945720,Michelle Dowling
10.1109/mcg.2019.2945720,Simon Attfield
10.1109/mcg.2019.2945720,Leilani Battle
10.1109/mcg.2019.2945720,Alex Endert
10.1109/mcg.2019.2945720,Olga Kulyk
10.1109/mcg.2019.2945720,Robert S. Laramee
10.1109/mcg.2020.2968906,Jagoda Walny
10.1109/mcg.2020.2968906,Sarah Storteboom
10.1109/mcg.2020.2968906,Richard Pusch
10.1109/mcg.2020.2968906,Steven Munsu Hwang
10.1109/mcg.2020.2968906,Søren Knudsen
10.1109/mcg.2020.2968906,Sheelagh Carpendale
10.1109/mcg.2020.2968906,Wesley Willett
10.1109/mcg.2018.032421653,Alexander Bock 0002
10.1109/mcg.2018.032421653,Emil Axelsson
10.1109/mcg.2018.032421653,Carter Emmart
10.1109/mcg.2018.032421653,Masha Kuznetsova
10.1109/mcg.2018.032421653,Charles D. Hansen
10.1109/mcg.2018.032421653,Anders Ynnerman
10.1109/mcg.2018.2879066,Ji Hwan Park
10.1109/mcg.2018.2879066,Arie E. Kaufman
10.1109/mcg.2018.2879066,Klaus Mueller 0001
10.1109/mcg.2018.2881502,Chaoran Fan
10.1109/mcg.2018.2881502,Helwig Hauser
10.1109/mcg.2020.2973939,Chao Ma 0023
10.1109/mcg.2020.2973939,Ye Zhao 0003
10.1109/mcg.2020.2973939,Andrew Curtis
10.1109/mcg.2020.2973939,Farah Kamw
10.1109/mcg.2020.2973939,Shamal Al-Dohuki
10.1109/mcg.2020.2973939,Jing Yang 0001
10.1109/mcg.2020.2973939,Suphanut Jamonnak
10.1109/mcg.2020.2973939,Ismael Ali
10.1109/mcg.2019.2927556,Brandon Mathis
10.1109/mcg.2019.2927556,Yuxin Ma
10.1109/mcg.2019.2927556,Michelle Mancenido
10.1109/mcg.2019.2927556,Ross Maciejewski
10.1109/mcg.2020.2973120,Gunnar E. Höst
10.1109/mcg.2020.2973120,Karljohan E. Lundin Palmerius
10.1109/mcg.2020.2973120,Konrad J. Schönborn
10.1109/mcg.2020.3025385,Jörn Hurtienne
10.1109/mcg.2020.3025385,Franzisca Maas
10.1109/mcg.2020.3025385,Astrid Carolus
10.1109/mcg.2020.3025385,Daniel Reinhardt
10.1109/mcg.2020.3025385,Cordula Baur
10.1109/mcg.2020.3025385,Carolin Wienrich
10.1109/mcg.2019.2915215,Simon Leistikow
10.1109/mcg.2019.2915215,Karim Huesmann
10.1109/mcg.2019.2915215,Alexey Fofonov
10.1109/mcg.2019.2915215,Lars Linsen
10.1109/mcg.2017.3621220,Tatiana von Landesberger
10.1109/mcg.2017.3621220,Sebastian Bremm
10.1109/mcg.2017.3621220,Marcel Wunderlich
10.1109/mcg.2018.032421656,Li Liu 0028
10.1109/mcg.2018.032421656,Deborah Silver
10.1109/mcg.2018.032421656,Karen G. Bemis
10.1109/mcg.2019.2911230,Shamal Al-Dohuki
10.1109/mcg.2019.2911230,Ye Zhao 0003
10.1109/mcg.2019.2911230,Farah Kamw
10.1109/mcg.2019.2911230,Jing Yang 0001
10.1109/mcg.2019.2911230,Xinyue Ye
10.1109/mcg.2019.2911230,Wei Chen 0001
10.1109/mcg.2020.3024146,Dietmar Offenhuber
10.1109/mcg.2020.3025322,Laura J. Perovich
10.1109/mcg.2020.3025322,Phoebe Cai
10.1109/mcg.2020.3025322,Amber Guo
10.1109/mcg.2020.3025322,Kristin Zimmerman
10.1109/mcg.2020.3025322,Katherine Paseman
10.1109/mcg.2020.3025322,Dayanna Espinoza Silva
10.1109/mcg.2020.3025322,Julia G. Brody
10.1109/mcg.2018.2881985,Johannes Novotny
10.1109/mcg.2018.2881985,Wesley Miller
10.1109/mcg.2018.2881985,François I. Luks
10.1109/mcg.2018.2881985,Derek Merck
10.1109/mcg.2018.2881985,Scott Collins
10.1109/mcg.2018.2881985,David H. Laidlaw
10.1109/mcg.2020.2985368,Florian Windhager
10.1109/mcg.2020.2985368,Saminu Salisu
10.1109/mcg.2020.2985368,Roger A. Leite
10.1109/mcg.2020.2985368,Velitchko Andreev Filipov
10.1109/mcg.2020.2985368,Silvia Miksch
10.1109/mcg.2020.2985368,Günther Schreder
10.1109/mcg.2020.2985368,Eva Mayr
10.1109/mcg.2017.3621222,Wei Luo
10.1109/mcg.2017.3621222,Michael Steptoe
10.1109/mcg.2017.3621222,Zheng Chang
10.1109/mcg.2017.3621222,Robert Link
10.1109/mcg.2017.3621222,Leon Clarke
10.1109/mcg.2017.3621222,Ross Maciejewski
10.1109/mcg.2018.032421655,Shin-Ting Wu
10.1109/mcg.2018.032421655,Raphael Voltoline
10.1109/mcg.2018.032421655,Wallace Souza Loos
10.1109/mcg.2018.032421655,José Angel Iván Rubianes Silva
10.1109/mcg.2018.032421655,Lionis de Souza Watanabe
10.1109/mcg.2018.032421655,Barbara Amorim
10.1109/mcg.2018.032421655,Ana Carolina Coan
10.1109/mcg.2018.032421655,Fernando Cendes
10.1109/mcg.2018.032421655,Clarissa L. Yasuda
10.1109/mcg.2020.3042587,Jeremy Walton
10.1109/mcg.2020.3042587,Samantha V. Adams
