,DOI,Year,Conference,PaperType,Author
3153,10.1109/TVCG.2019.2934395,2019,InfoVis,J,Matthias Kraus
3153,10.1109/TVCG.2019.2934395,2019,InfoVis,J,Niklas Weiler
3153,10.1109/TVCG.2019.2934395,2019,InfoVis,J,Daniela Oelke
3153,10.1109/TVCG.2019.2934395,2019,InfoVis,J,Johannes Kehrer
3153,10.1109/TVCG.2019.2934395,2019,InfoVis,J,Daniel A. Keim
3153,10.1109/TVCG.2019.2934395,2019,InfoVis,J,Johannes Fuchs 0001
3154,10.1109/TVCG.2019.2934396,2019,InfoVis,J,Oh-Hyun Kwon
3154,10.1109/TVCG.2019.2934396,2019,InfoVis,J,Kwan-Liu Ma
3155,10.1109/TVCG.2019.2934397,2019,InfoVis,J,Matthew Brehmer
3155,10.1109/TVCG.2019.2934397,2019,InfoVis,J,Bongshin Lee
3155,10.1109/TVCG.2019.2934397,2019,InfoVis,J,Petra Isenberg
3155,10.1109/TVCG.2019.2934397,2019,InfoVis,J,Eun Kyoung Choe
3156,10.1109/TVCG.2019.2934398,2019,InfoVis,J,Yun Wang 0012
3156,10.1109/TVCG.2019.2934398,2019,InfoVis,J,Zhida Sun
3156,10.1109/TVCG.2019.2934398,2019,InfoVis,J,Haidong Zhang
3156,10.1109/TVCG.2019.2934398,2019,InfoVis,J,Weiwei Cui
3156,10.1109/TVCG.2019.2934398,2019,InfoVis,J,Ke Xu
3156,10.1109/TVCG.2019.2934398,2019,InfoVis,J,Xiaojuan Ma
3156,10.1109/TVCG.2019.2934398,2019,InfoVis,J,Dongmei Zhang
3157,10.1109/TVCG.2019.2934399,2019,InfoVis,J,Cindy Xiong
3157,10.1109/TVCG.2019.2934399,2019,InfoVis,J,Joel Shapiro
3157,10.1109/TVCG.2019.2934399,2019,InfoVis,J,Jessica Hullman
3157,10.1109/TVCG.2019.2934399,2019,InfoVis,J,Steven Franconeri
3158,10.1109/TVCG.2019.2934400,2019,InfoVis,J,Cindy Xiong
3158,10.1109/TVCG.2019.2934400,2019,InfoVis,J,Cristina R. Ceja
3158,10.1109/TVCG.2019.2934400,2019,InfoVis,J,Casimir J. H. Ludwig
3158,10.1109/TVCG.2019.2934400,2019,InfoVis,J,Steven Franconeri
3159,10.1109/TVCG.2019.2934401,2019,InfoVis,J,Joyce Ma
3159,10.1109/TVCG.2019.2934401,2019,InfoVis,J,Kwan-Liu Ma
3159,10.1109/TVCG.2019.2934401,2019,InfoVis,J,Jennifer Frazier
3160,10.1109/TVCG.2019.2934402,2019,InfoVis,J,Aditeya Pandey
3160,10.1109/TVCG.2019.2934402,2019,InfoVis,J,Harsh Shukla
3160,10.1109/TVCG.2019.2934402,2019,InfoVis,J,Geoffrey S. Young
3160,10.1109/TVCG.2019.2934402,2019,InfoVis,J,Lei Qin
3160,10.1109/TVCG.2019.2934402,2019,InfoVis,J,Amir A. Zamani
3160,10.1109/TVCG.2019.2934402,2019,InfoVis,J,Liangge Hsu
3160,10.1109/TVCG.2019.2934402,2019,InfoVis,J,Raymond Huang
3160,10.1109/TVCG.2019.2934402,2019,InfoVis,J,Cody Dunne
3160,10.1109/TVCG.2019.2934402,2019,InfoVis,J,Michelle Borkin
3161,10.1109/TVCG.2019.2934415,2019,InfoVis,J,Jorge A. Wagner Filho
3161,10.1109/TVCG.2019.2934415,2019,InfoVis,J,Wolfgang Stuerzlinger
3161,10.1109/TVCG.2019.2934415,2019,InfoVis,J,Luciana Porcher Nedel
3162,10.1109/TVCG.2019.2934431,2019,InfoVis,J,Enamul Hoque
3162,10.1109/TVCG.2019.2934431,2019,InfoVis,J,Maneesh Agrawala
3163,10.1109/TVCG.2019.2934432,2019,InfoVis,J,Rafael Veras
3163,10.1109/TVCG.2019.2934432,2019,InfoVis,J,Christopher Collins 0001
3164,10.1109/TVCG.2019.2934433,2019,InfoVis,J,Takanori Fujiwara
3164,10.1109/TVCG.2019.2934433,2019,InfoVis,J,Jia-Kai Chou
3164,10.1109/TVCG.2019.2934433,2019,InfoVis,J,Shilpika
3164,10.1109/TVCG.2019.2934433,2019,InfoVis,J,Panpan Xu
3164,10.1109/TVCG.2019.2934433,2019,InfoVis,J,Liu Ren
3164,10.1109/TVCG.2019.2934433,2019,InfoVis,J,Kwan-Liu Ma
3165,10.1109/TVCG.2019.2934434,2019,InfoVis,J,Can Liu 0004
3165,10.1109/TVCG.2019.2934434,2019,InfoVis,J,Cong Wu
3165,10.1109/TVCG.2019.2934434,2019,InfoVis,J,Hanning Shao
3165,10.1109/TVCG.2019.2934434,2019,InfoVis,J,Xiaoru Yuan
3166,10.1109/TVCG.2019.2934534,2019,InfoVis,J,Bahador Saket
3166,10.1109/TVCG.2019.2934534,2019,InfoVis,J,Samuel Huron
3166,10.1109/TVCG.2019.2934534,2019,InfoVis,J,Charles Perin
3166,10.1109/TVCG.2019.2934534,2019,InfoVis,J,Alex Endert
3167,10.1109/TVCG.2019.2934535,2019,InfoVis,J,Guozheng Li 0002
3167,10.1109/TVCG.2019.2934535,2019,InfoVis,J,Yu Zhang 0043
3167,10.1109/TVCG.2019.2934535,2019,InfoVis,J,Yu Dong
3167,10.1109/TVCG.2019.2934535,2019,InfoVis,J,Jie Liang 0004
3167,10.1109/TVCG.2019.2934535,2019,InfoVis,J,Jinson Zhang
3167,10.1109/TVCG.2019.2934535,2019,InfoVis,J,Jinsong Wang
3167,10.1109/TVCG.2019.2934535,2019,InfoVis,J,Michael J. McGuffin
3167,10.1109/TVCG.2019.2934535,2019,InfoVis,J,Xiaoru Yuan
3168,10.1109/TVCG.2019.2934536,2019,InfoVis,J,Ragini Rathore
3168,10.1109/TVCG.2019.2934536,2019,InfoVis,J,Zachary Leggon
3168,10.1109/TVCG.2019.2934536,2019,InfoVis,J,Laurent Lessard
3168,10.1109/TVCG.2019.2934536,2019,InfoVis,J,Karen B. Schloss
3169,10.1109/TVCG.2019.2934537,2019,InfoVis,J,Jianping Kelvin Li
3169,10.1109/TVCG.2019.2934537,2019,InfoVis,J,Kwan-Liu Ma
3170,10.1109/TVCG.2019.2934538,2019,InfoVis,J,Jagoda Walny
3170,10.1109/TVCG.2019.2934538,2019,InfoVis,J,Christian Frisson
3170,10.1109/TVCG.2019.2934538,2019,InfoVis,J,Mieka West
3170,10.1109/TVCG.2019.2934538,2019,InfoVis,J,Doris Kosminsky
3170,10.1109/TVCG.2019.2934538,2019,InfoVis,J,Søren Knudsen
3170,10.1109/TVCG.2019.2934538,2019,InfoVis,J,Sheelagh Carpendale
3170,10.1109/TVCG.2019.2934538,2019,InfoVis,J,Wesley Willett
3171,10.1109/TVCG.2019.2934539,2019,InfoVis,J,Miriah D. Meyer
3171,10.1109/TVCG.2019.2934539,2019,InfoVis,J,Jason Dykes
3172,10.1109/TVCG.2019.2934540,2019,InfoVis,J,Aritra Dasgupta
3172,10.1109/TVCG.2019.2934540,2019,InfoVis,J,Hong Wang
3172,10.1109/TVCG.2019.2934540,2019,InfoVis,J,Nancy O'Brien
3172,10.1109/TVCG.2019.2934540,2019,InfoVis,J,Susannah Burrows
3173,10.1109/TVCG.2019.2934541,2019,InfoVis,J,Xin Chen
3173,10.1109/TVCG.2019.2934541,2019,InfoVis,J,Tong Ge
3173,10.1109/TVCG.2019.2934541,2019,InfoVis,J,Jian Zhang
3173,10.1109/TVCG.2019.2934541,2019,InfoVis,J,Baoquan Chen
3173,10.1109/TVCG.2019.2934541,2019,InfoVis,J,Chi-Wing Fu
3173,10.1109/TVCG.2019.2934541,2019,InfoVis,J,Oliver Deussen
3173,10.1109/TVCG.2019.2934541,2019,InfoVis,J,Yunhai Wang
3174,10.1109/TVCG.2019.2934546,2019,SciVis,J,A. Wentzel
3174,10.1109/TVCG.2019.2934546,2019,SciVis,J,Peter Hanula
3174,10.1109/TVCG.2019.2934546,2019,SciVis,J,Timothy Luciani
3174,10.1109/TVCG.2019.2934546,2019,SciVis,J,Baher Elgohari
3174,10.1109/TVCG.2019.2934546,2019,SciVis,J,Hesham Elhalawani
3174,10.1109/TVCG.2019.2934546,2019,SciVis,J,Guadalupe Canahuate
3174,10.1109/TVCG.2019.2934546,2019,SciVis,J,David M. Vock
3174,10.1109/TVCG.2019.2934546,2019,SciVis,J,Clifton D. Fuller
3174,10.1109/TVCG.2019.2934546,2019,SciVis,J,G. Elisabeta Marai
3175,10.1109/TVCG.2019.2934547,2019,VAST,J,Robert Krüger
3175,10.1109/TVCG.2019.2934547,2019,VAST,J,Johanna Beyer
3175,10.1109/TVCG.2019.2934547,2019,VAST,J,Won-Dong Jang
3175,10.1109/TVCG.2019.2934547,2019,VAST,J,Nam Wook Kim
3175,10.1109/TVCG.2019.2934547,2019,VAST,J,Artem Sokolov
3175,10.1109/TVCG.2019.2934547,2019,VAST,J,Peter K. Sorger
3175,10.1109/TVCG.2019.2934547,2019,VAST,J,Hanspeter Pfister
3176,10.1109/TVCG.2019.2934555,2019,InfoVis,J,Fritz Lekschas
3176,10.1109/TVCG.2019.2934555,2019,InfoVis,J,Michael Behrisch 0001
3176,10.1109/TVCG.2019.2934555,2019,InfoVis,J,Benjamin Bach
3176,10.1109/TVCG.2019.2934555,2019,InfoVis,J,Peter Kerpedjiev
3176,10.1109/TVCG.2019.2934555,2019,InfoVis,J,Nils Gehlenborg
3176,10.1109/TVCG.2019.2934555,2019,InfoVis,J,Hanspeter Pfister
3177,10.1109/TVCG.2019.2934556,2019,InfoVis,J,Leilani Battle
3177,10.1109/TVCG.2019.2934556,2019,InfoVis,J,R. Jordan Crouser
3177,10.1109/TVCG.2019.2934556,2019,InfoVis,J,Audace Nakeshimana
3177,10.1109/TVCG.2019.2934556,2019,InfoVis,J,Ananda Montoly
3177,10.1109/TVCG.2019.2934556,2019,InfoVis,J,Remco Chang
3177,10.1109/TVCG.2019.2934556,2019,InfoVis,J,Michael Stonebraker
3178,10.1109/TVCG.2019.2934557,2019,InfoVis,J,Ying Yang
3178,10.1109/TVCG.2019.2934557,2019,InfoVis,J,Michael Wybrow
3178,10.1109/TVCG.2019.2934557,2019,InfoVis,J,Yuan-Fang Li
3178,10.1109/TVCG.2019.2934557,2019,InfoVis,J,Tobias Czauderna
3178,10.1109/TVCG.2019.2934557,2019,InfoVis,J,Yongqun He
3179,10.1109/TVCG.2019.2934591,2019,VAST,J,Subhashis Hazarika
3179,10.1109/TVCG.2019.2934591,2019,VAST,J,Haoyu Li
3179,10.1109/TVCG.2019.2934591,2019,VAST,J,Ko-Chih Wang
3179,10.1109/TVCG.2019.2934591,2019,VAST,J,Han-Wei Shen
3179,10.1109/TVCG.2019.2934591,2019,VAST,J,Ching-Shan Chou
3180,10.1109/TVCG.2019.2934593,2019,VAST,J,Jiali Liu
3180,10.1109/TVCG.2019.2934593,2019,VAST,J,Nadia Boukhelifa
3180,10.1109/TVCG.2019.2934593,2019,VAST,J,James R. Eagan
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Shusen Liu
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Jim Gaffney
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Jayson Luc Peterson
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Peter B. Robinson
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Harsh Bhatia
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Valerio Pascucci
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Brian K. Spears
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Peer-Timo Bremer
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Di Wang
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Dan Maljovec
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Rushil Anirudh
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Jayaraman J. Thiagarajan
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Sam Ade Jacobs
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Brian Van Essen
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,David Hysom
3181,10.1109/TVCG.2019.2934594,2019,VAST,J,Jae-Seung Yeom
3182,10.1109/TVCG.2019.2934595,2019,VAST,J,Sebastian Gehrmann
3182,10.1109/TVCG.2019.2934595,2019,VAST,J,Hendrik Strobelt
3182,10.1109/TVCG.2019.2934595,2019,VAST,J,Robert Krüger
3182,10.1109/TVCG.2019.2934595,2019,VAST,J,Hanspeter Pfister
3182,10.1109/TVCG.2019.2934595,2019,VAST,J,Alexander M. Rush
3183,10.1109/TVCG.2019.2934603,2019,VAST,J,Jieqiong Zhao
3183,10.1109/TVCG.2019.2934603,2019,VAST,J,Morteza Karimzadeh
3183,10.1109/TVCG.2019.2934603,2019,VAST,J,Luke S. Snyder
3183,10.1109/TVCG.2019.2934603,2019,VAST,J,Chittayong Surakitbanharn
3183,10.1109/TVCG.2019.2934603,2019,VAST,J,Cheryl Z. Qian
3183,10.1109/TVCG.2019.2934603,2019,VAST,J,David S. Ebert
3184,10.1109/TVCG.2019.2934609,2019,VAST,J,Phong H. Nguyen
3184,10.1109/TVCG.2019.2934609,2019,VAST,J,Rafael Henkin
3184,10.1109/TVCG.2019.2934609,2019,VAST,J,Siming Chen
3184,10.1109/TVCG.2019.2934609,2019,VAST,J,Natalia V. Andrienko
3184,10.1109/TVCG.2019.2934609,2019,VAST,J,Gennady L. Andrienko
3184,10.1109/TVCG.2019.2934609,2019,VAST,J,Olivier Thonnard
3184,10.1109/TVCG.2019.2934609,2019,VAST,J,Cagatay Turkay
3185,10.1109/TVCG.2019.2934612,2019,SciVis,J,Tobias Klein
3185,10.1109/TVCG.2019.2934612,2019,SciVis,J,Ivan Viola
3185,10.1109/TVCG.2019.2934612,2019,SciVis,J,M. Eduard Gröller
3185,10.1109/TVCG.2019.2934612,2019,SciVis,J,Peter Mindek
3186,10.1109/TVCG.2019.2934613,2019,VAST,J,Ke Xu
3186,10.1109/TVCG.2019.2934613,2019,VAST,J,Yun Wang 0012
3186,10.1109/TVCG.2019.2934613,2019,VAST,J,Leni Yang
3186,10.1109/TVCG.2019.2934613,2019,VAST,J,Yifang Wang 0001
3186,10.1109/TVCG.2019.2934613,2019,VAST,J,Bo Qiao
3186,10.1109/TVCG.2019.2934613,2019,VAST,J,Si Qin
3186,10.1109/TVCG.2019.2934613,2019,VAST,J,Yong Xu
3186,10.1109/TVCG.2019.2934613,2019,VAST,J,Haidong Zhang
3186,10.1109/TVCG.2019.2934613,2019,VAST,J,Huamin Qu
3187,10.1109/TVCG.2019.2934614,2019,VAST,J,Luke S. Snyder
3187,10.1109/TVCG.2019.2934614,2019,VAST,J,Yi-Shan Lin
3187,10.1109/TVCG.2019.2934614,2019,VAST,J,Morteza Karimzadeh
3187,10.1109/TVCG.2019.2934614,2019,VAST,J,Dan Goldwasser
3187,10.1109/TVCG.2019.2934614,2019,VAST,J,David S. Ebert
3188,10.1109/TVCG.2019.2934619,2019,VAST,J,James Wexler
3188,10.1109/TVCG.2019.2934619,2019,VAST,J,Mahima Pushkarna
3188,10.1109/TVCG.2019.2934619,2019,VAST,J,Tolga Bolukbasi
3188,10.1109/TVCG.2019.2934619,2019,VAST,J,Martin Wattenberg
3188,10.1109/TVCG.2019.2934619,2019,VAST,J,Fernanda B. Viégas
3188,10.1109/TVCG.2019.2934619,2019,VAST,J,Jimbo Wilson
3189,10.1109/TVCG.2019.2934620,2019,SciVis,J,Steve Petruzza
3189,10.1109/TVCG.2019.2934620,2019,SciVis,J,Attila Gyulassy
3189,10.1109/TVCG.2019.2934620,2019,SciVis,J,Samuel Leventhal
3189,10.1109/TVCG.2019.2934620,2019,SciVis,J,John J. Baglino
3189,10.1109/TVCG.2019.2934620,2019,SciVis,J,Michael Czabaj
3189,10.1109/TVCG.2019.2934620,2019,SciVis,J,Ashley D. Spear
3189,10.1109/TVCG.2019.2934620,2019,SciVis,J,Valerio Pascucci
3190,10.1109/TVCG.2019.2934629,2019,VAST,J,Thilo Spinner
3190,10.1109/TVCG.2019.2934629,2019,VAST,J,Udo Schlegel
3190,10.1109/TVCG.2019.2934629,2019,VAST,J,Hanna Schäfer
3190,10.1109/TVCG.2019.2934629,2019,VAST,J,Mennatallah El-Assady
3191,10.1109/TVCG.2019.2934630,2019,VAST,J,Jiachen Wang
3191,10.1109/TVCG.2019.2934630,2019,VAST,J,Kejian Zhao
3191,10.1109/TVCG.2019.2934630,2019,VAST,J,Dazhen Deng
3191,10.1109/TVCG.2019.2934630,2019,VAST,J,Anqi Cao
3191,10.1109/TVCG.2019.2934630,2019,VAST,J,Xiao Xie
3191,10.1109/TVCG.2019.2934630,2019,VAST,J,Zheng Zhou
3191,10.1109/TVCG.2019.2934630,2019,VAST,J,Hui Zhang
3191,10.1109/TVCG.2019.2934630,2019,VAST,J,Yingcai Wu
3192,10.1109/TVCG.2019.2934631,2019,VAST,J,Yuxin Ma
3192,10.1109/TVCG.2019.2934631,2019,VAST,J,Tiankai Xie
3192,10.1109/TVCG.2019.2934631,2019,VAST,J,Jundong Li
3192,10.1109/TVCG.2019.2934631,2019,VAST,J,Ross Maciejewski
3193,10.1109/TVCG.2019.2934654,2019,VAST,J,Mennatallah El-Assady
3193,10.1109/TVCG.2019.2934654,2019,VAST,J,Rebecca Kehlbeck
3193,10.1109/TVCG.2019.2934654,2019,VAST,J,Christopher Collins 0001
3193,10.1109/TVCG.2019.2934654,2019,VAST,J,Daniel A. Keim
3193,10.1109/TVCG.2019.2934654,2019,VAST,J,Oliver Deussen
3194,10.1109/TVCG.2019.2934655,2019,VAST,J,Ying Zhao 0001
3194,10.1109/TVCG.2019.2934655,2019,VAST,J,Xiaobo Luo
3194,10.1109/TVCG.2019.2934655,2019,VAST,J,Xiaoru Lin
3194,10.1109/TVCG.2019.2934655,2019,VAST,J,Hairong Wang
3194,10.1109/TVCG.2019.2934655,2019,VAST,J,Xiaoyan Kui
3194,10.1109/TVCG.2019.2934655,2019,VAST,J,Fangfang Zhou
3194,10.1109/TVCG.2019.2934655,2019,VAST,J,Jinsong Wang
3194,10.1109/TVCG.2019.2934655,2019,VAST,J,Yi Chen 0007
3194,10.1109/TVCG.2019.2934655,2019,VAST,J,Wei Chen 0001
3195,10.1109/TVCG.2019.2934656,2019,VAST,J,Haipeng Zeng
3195,10.1109/TVCG.2019.2934656,2019,VAST,J,Xingbo Wang
3195,10.1109/TVCG.2019.2934656,2019,VAST,J,Aoyu Wu
3195,10.1109/TVCG.2019.2934656,2019,VAST,J,Yong Wang 0021
3195,10.1109/TVCG.2019.2934656,2019,VAST,J,Quan Li
3195,10.1109/TVCG.2019.2934656,2019,VAST,J,Alex Endert
3195,10.1109/TVCG.2019.2934656,2019,VAST,J,Huamin Qu
3196,10.1109/TVCG.2019.2934657,2019,VAST,J,Yan Lyu
3196,10.1109/TVCG.2019.2934657,2019,VAST,J,Xu Liu
3196,10.1109/TVCG.2019.2934657,2019,VAST,J,Hanyi Chen
3196,10.1109/TVCG.2019.2934657,2019,VAST,J,Arpan Mangal
3196,10.1109/TVCG.2019.2934657,2019,VAST,J,Kai Liu 0001
3196,10.1109/TVCG.2019.2934657,2019,VAST,J,Chao Chen 0004
3196,10.1109/TVCG.2019.2934657,2019,VAST,J,Brian Y. Lim
3197,10.1109/TVCG.2019.2934658,2019,VAST,J,Andreas Walch
3197,10.1109/TVCG.2019.2934658,2019,VAST,J,Michael Schwärzler
3197,10.1109/TVCG.2019.2934658,2019,VAST,J,Christian Luksch
3197,10.1109/TVCG.2019.2934658,2019,VAST,J,Elmar Eisemann
3197,10.1109/TVCG.2019.2934658,2019,VAST,J,Theresia Gschwandtner
3198,10.1109/TVCG.2019.2934659,2019,VAST,J,Fred Hohman
3198,10.1109/TVCG.2019.2934659,2019,VAST,J,Haekyu Park
3198,10.1109/TVCG.2019.2934659,2019,VAST,J,Caleb Robinson
3198,10.1109/TVCG.2019.2934659,2019,VAST,J,Duen Horng Chau
3199,10.1109/TVCG.2019.2934660,2019,VAST,J,Xuanwu Yue
3199,10.1109/TVCG.2019.2934660,2019,VAST,J,Jiaxin Bai
3199,10.1109/TVCG.2019.2934660,2019,VAST,J,Qinhan Liu
3199,10.1109/TVCG.2019.2934660,2019,VAST,J,Yiyang Tang
3199,10.1109/TVCG.2019.2934660,2019,VAST,J,Abishek Puri
3199,10.1109/TVCG.2019.2934660,2019,VAST,J,Ke Li
3199,10.1109/TVCG.2019.2934660,2019,VAST,J,Huamin Qu
3200,10.1109/TVCG.2019.2934661,2019,VAST,J,David Gotz
3200,10.1109/TVCG.2019.2934661,2019,VAST,J,Jonathan Zhang
3200,10.1109/TVCG.2019.2934661,2019,VAST,J,Wenyuan Wang
3200,10.1109/TVCG.2019.2934661,2019,VAST,J,Joshua Shrestha
3200,10.1109/TVCG.2019.2934661,2019,VAST,J,David Borland
3201,10.1109/TVCG.2019.2934666,2019,VAST,J,Doris Jung Lin Lee
3201,10.1109/TVCG.2019.2934666,2019,VAST,J,John Lee 0005
3201,10.1109/TVCG.2019.2934666,2019,VAST,J,Tarique Siddiqui
3201,10.1109/TVCG.2019.2934666,2019,VAST,J,Jaewoo Kim
3201,10.1109/TVCG.2019.2934666,2019,VAST,J,Karrie Karahalios
3201,10.1109/TVCG.2019.2934666,2019,VAST,J,Aditya G. Parameswaran
3202,10.1109/TVCG.2019.2934667,2019,VAST,J,Zeyu Li
3202,10.1109/TVCG.2019.2934667,2019,VAST,J,Changhong Zhang
3202,10.1109/TVCG.2019.2934667,2019,VAST,J,Shichao Jia
3202,10.1109/TVCG.2019.2934667,2019,VAST,J,Jiawan Zhang
3203,10.1109/TVCG.2019.2934668,2019,VAST,J,Bowen Yu
3203,10.1109/TVCG.2019.2934668,2019,VAST,J,Cláudio T. Silva
3204,10.1109/TVCG.2019.2934669,2019,VAST,J,Haris Mumtaz
3204,10.1109/TVCG.2019.2934669,2019,VAST,J,Shahid Latif
3204,10.1109/TVCG.2019.2934669,2019,VAST,J,Fabian Beck 0001
3204,10.1109/TVCG.2019.2934669,2019,VAST,J,Daniel Weiskopf
3205,10.1109/TVCG.2019.2934670,2019,VAST,J,Zikun Deng
3205,10.1109/TVCG.2019.2934670,2019,VAST,J,Di Weng
3205,10.1109/TVCG.2019.2934670,2019,VAST,J,Jiahui Chen
3205,10.1109/TVCG.2019.2934670,2019,VAST,J,Ren Liu
3205,10.1109/TVCG.2019.2934670,2019,VAST,J,Zhibin Wang
3205,10.1109/TVCG.2019.2934670,2019,VAST,J,Jie Bao 0003
3205,10.1109/TVCG.2019.2934670,2019,VAST,J,Yu Zheng 0004
3205,10.1109/TVCG.2019.2934670,2019,VAST,J,Yingcai Wu
3206,10.1109/TVCG.2019.2934671,2019,VAST,J,Zhaosong Huang
3206,10.1109/TVCG.2019.2934671,2019,VAST,J,Ye Zhao
3206,10.1109/TVCG.2019.2934671,2019,VAST,J,Wei Chen 0001
3206,10.1109/TVCG.2019.2934671,2019,VAST,J,Shengjie Gao
3206,10.1109/TVCG.2019.2934671,2019,VAST,J,Kejie Yu
3206,10.1109/TVCG.2019.2934671,2019,VAST,J,Weixia Xu
3206,10.1109/TVCG.2019.2934671,2019,VAST,J,MingJie Tang
3206,10.1109/TVCG.2019.2934671,2019,VAST,J,Minfeng Zhu
3206,10.1109/TVCG.2019.2934671,2019,VAST,J,Mingliang Xu
3207,10.1109/TVCG.2019.2934783,2019,InfoVis,J,Yunhai Wang
3207,10.1109/TVCG.2019.2934783,2019,InfoVis,J,Bongshin Lee
3207,10.1109/TVCG.2019.2934783,2019,InfoVis,J,Xiaowei Chu
3207,10.1109/TVCG.2019.2934783,2019,InfoVis,J,Kaiyi Zhang
3207,10.1109/TVCG.2019.2934783,2019,InfoVis,J,Chen Bao
3207,10.1109/TVCG.2019.2934783,2019,InfoVis,J,Xiaotong Li
3207,10.1109/TVCG.2019.2934783,2019,InfoVis,J,Jian Zhang
3207,10.1109/TVCG.2019.2934783,2019,InfoVis,J,Chi-Wing Fu
3207,10.1109/TVCG.2019.2934783,2019,InfoVis,J,Christophe Hurter
3207,10.1109/TVCG.2019.2934783,2019,InfoVis,J,Oliver Deussen
3208,10.1109/TVCG.2019.2934784,2019,InfoVis,J,Manuela Waldner
3208,10.1109/TVCG.2019.2934784,2019,InfoVis,J,Alexandra Diehl
3208,10.1109/TVCG.2019.2934784,2019,InfoVis,J,Denis Gracanin
3208,10.1109/TVCG.2019.2934784,2019,InfoVis,J,Rainer Splechtna
3208,10.1109/TVCG.2019.2934784,2019,InfoVis,J,Claudio Delrieux
3208,10.1109/TVCG.2019.2934784,2019,InfoVis,J,Kresimir Matkovic
3209,10.1109/TVCG.2019.2934785,2019,InfoVis,J,Weiwei Cui
3209,10.1109/TVCG.2019.2934785,2019,InfoVis,J,Xiaoyu Zhang
3209,10.1109/TVCG.2019.2934785,2019,InfoVis,J,Yun Wang 0012
3209,10.1109/TVCG.2019.2934785,2019,InfoVis,J,He Huang
3209,10.1109/TVCG.2019.2934785,2019,InfoVis,J,Bei Chen
3209,10.1109/TVCG.2019.2934785,2019,InfoVis,J,Lei Fang
3209,10.1109/TVCG.2019.2934785,2019,InfoVis,J,Haidong Zhang
3209,10.1109/TVCG.2019.2934785,2019,InfoVis,J,Jian-Guan Lou
3209,10.1109/TVCG.2019.2934785,2019,InfoVis,J,Dongmei Zhang
3210,10.1109/TVCG.2019.2934786,2019,InfoVis,J,Nicole Jardine
3210,10.1109/TVCG.2019.2934786,2019,InfoVis,J,Brian D. Ondov
3210,10.1109/TVCG.2019.2934786,2019,InfoVis,J,Niklas Elmqvist
3210,10.1109/TVCG.2019.2934786,2019,InfoVis,J,Steven Franconeri
3211,10.1109/TVCG.2019.2934788,2019,InfoVis,J,Dietmar Offenhuber
3212,10.1109/TVCG.2019.2934790,2019,InfoVis,J,Kyle Wm. Hall
3212,10.1109/TVCG.2019.2934790,2019,InfoVis,J,Adam James Bradley
3212,10.1109/TVCG.2019.2934790,2019,InfoVis,J,Uta Hinrichs
3212,10.1109/TVCG.2019.2934790,2019,InfoVis,J,Samuel Huron
3212,10.1109/TVCG.2019.2934790,2019,InfoVis,J,Jo Wood
3212,10.1109/TVCG.2019.2934790,2019,InfoVis,J,Christopher Collins 0001
3212,10.1109/TVCG.2019.2934790,2019,InfoVis,J,Sheelagh Carpendale
3213,10.1109/TVCG.2019.2934796,2019,InfoVis,J,Yunhai Wang
3213,10.1109/TVCG.2019.2934796,2019,InfoVis,J,Zeyu Wang 0005
3213,10.1109/TVCG.2019.2934796,2019,InfoVis,J,Tingting Liu
3213,10.1109/TVCG.2019.2934796,2019,InfoVis,J,Michael Correll
3213,10.1109/TVCG.2019.2934796,2019,InfoVis,J,Zhanglin Cheng
3213,10.1109/TVCG.2019.2934796,2019,InfoVis,J,Oliver Deussen
3213,10.1109/TVCG.2019.2934796,2019,InfoVis,J,Michael Sedlmair
3214,10.1109/TVCG.2019.2934797,2019,InfoVis,J,Mingming Fan 0001
3214,10.1109/TVCG.2019.2934797,2019,InfoVis,J,Ke Wu
3214,10.1109/TVCG.2019.2934797,2019,InfoVis,J,Jian Zhao
3214,10.1109/TVCG.2019.2934797,2019,InfoVis,J,Yue Li
3214,10.1109/TVCG.2019.2934797,2019,InfoVis,J,Winter Wei
3214,10.1109/TVCG.2019.2934797,2019,InfoVis,J,Khai N. Truong
3215,10.1109/TVCG.2019.2934798,2019,InfoVis,J,Yong Wang 0021
3215,10.1109/TVCG.2019.2934798,2019,InfoVis,J,Zhihua Jin
3215,10.1109/TVCG.2019.2934798,2019,InfoVis,J,Qianwen Wang
3215,10.1109/TVCG.2019.2934798,2019,InfoVis,J,Weiwei Cui
3215,10.1109/TVCG.2019.2934798,2019,InfoVis,J,Tengfei Ma
3215,10.1109/TVCG.2019.2934798,2019,InfoVis,J,Huamin Qu
